,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score,Word,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score_extended
42,93,lcnl,at,799.0,2.9030899869919438,1.0776403895440017,4.037032,1.37,1.6148128000000002,5635.0,5090.0,5491.0,True,True,True,8.347593558176007,at,3217.098039215686,799.0,2.9030899869919438,1.0776403895440017,8.347593558176007
33,817,3k,but,1097.0,3.040602340114073,0.9401280364218721,4.601853,2.45,1.8407412,5172.0,4711.0,5113.0,True,True,True,8.36236514568749,but,4417.470588235294,1097.0,3.040602340114073,0.9401280364218723,8.36236514568749
50,3263,3k,him,555.0,2.7450747915820575,1.235655584953888,3.429583,1.21,1.3718332,2780.0,2891.0,3176.0,True,True,True,8.372205339815551,him,3484.5098039215686,555.0,2.7450747915820575,1.235655584953888,8.372205339815551
47,3154,3k,have,638.0,2.8055008581584002,1.1752295183775452,3.72,1.96,1.4880000000000002,4736.0,3798.0,4251.0,True,True,True,8.420918073510181,have,6161.411764705882,638.0,2.8055008581584002,1.1752295183775452,8.420918073510181
45,8246,3k,what,679.0,2.832508912706236,1.1482214638297092,3.855863,1.37,1.5423452,4928.0,3885.0,3879.0,True,True,True,8.448748855318836,#N/A,#N/A,679.0,2.832508912706236,1.1482214638297092,8.448748855318836
57,330,3k,big,383.0,2.584331224367531,1.3963991521684145,2.89,1.08,1.156,2826.0,1342.0,969.0,True,True,True,8.475596608673658,big,682.8235294117648,383.0,2.584331224367531,1.3963991521684145,8.475596608673658
51,3983,3k,like,572.0,2.75815462196739,1.2225757545685556,3.6853510000000003,1.89,1.4741403999999998,3487.0,2649.0,2660.0,True,True,True,8.575654018274223,like,3998.9607843137255,572.0,2.75815462196739,1.2225757545685556,8.575654018274223
59,6015,3k,see,382.0,2.583198773968623,1.3975316025673226,3.06,1.43,1.224,3548.0,2167.0,2099.0,True,True,True,8.65012641026929,see,2556.725490196078,382.0,2.583198773968623,1.3975316025673226,8.65012641026929
44,7501,3k,they,1078.0,3.0330214446829107,0.9477089318530347,4.878935,1.87,1.9515740000000001,5819.0,5999.0,6632.0,True,True,True,8.66977072741214,they,4102.941176470588,1078.0,3.0330214446829107,0.9477089318530347,8.66977072741214
52,8261,3k,when,675.0,2.829946695941636,1.1507836805943095,4.239515,1.8,1.6958060000000001,2676.0,3114.0,3651.0,True,True,True,8.842649722377239,when,2034.0980392156862,675.0,2.829946695941636,1.1507836805943095,8.842649722377239
41,7479,3k,that,1383.0,3.141136090120739,0.8395942864152066,5.529012000000001,2.06,2.2116048,6087.0,6786.0,8610.0,True,True,True,8.887389145660826,that,14111.313725490196,1383.0,3.141136090120739,0.8395942864152066,8.887389145660826
49,3226,3k,her,1026.0,3.0115704435972783,0.969159932938667,5.092075,2.45,2.03683,4345.0,4828.0,5016.0,True,True,True,8.968714731754668,her,2835.823529411765,1026.0,3.0115704435972783,0.9691599329386671,8.96871473175467
69,2690,3k,get,331.0,2.5211380837040362,1.4595922928319092,3.17,1.29,1.268,3482.0,2259.0,1973.0,True,True,True,9.008369171327637,get,4583.764705882353,331.0,2.5211380837040362,1.4595922928319092,9.008369171327637
