,Unnamed: 0,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score_extended
2258,1479,3k,croak,4,0.698970004,3.281760372,7.61,3.24,3.044,11,0,1,TRUE,TRUE,TRUE,20.73704149,1.156862745,4,0.698970004,3.281760372,20.73704149
2464,5494,3k,ray,2,0.477121255,3.503609122,6.733253,2.51,2.6933012,78,24,21,TRUE,TRUE,TRUE,20.74768949,#N/A,2,0.477121255,3.503609122,20.74768949
2141,5099,3k,plump,6,0.84509804,3.135632337,8.21,3.14,3.284,6,6,5,TRUE,TRUE,TRUE,20.75252935,1.470588235,6,0.84509804,3.135632337,20.75252935
2465,3157,3k,hawk,2,0.477121255,3.503609122,6.74391,1.75,2.697564,14,22,19,TRUE,TRUE,TRUE,20.75834649,#N/A,2,0.477121255,3.503609122,20.75834649
361,904,3k,cash,#N/A,#N/A,#N/A,4.84,2.61,1.936,14,11,8,FALSE,TRUE,FALSE,#N/A,72.43137255,0.001812091,0.000786269,3.979944108,20.75977643
1961,4836,3k,paste,#N/A,#N/A,#N/A,4.84,1.61,1.936,12,13,10,FALSE,TRUE,FALSE,#N/A,1.705882353,4.27E-05,1.85E-05,3.980711842,20.76284737
2342,8147,3k,wart,3,0.602059991,3.378670385,7.25,1.97,2.9,0,0,1,TRUE,TRUE,TRUE,20.76468154,1.235294118,3,0.602059991,3.378670385,20.76468154
2705,3769,3k,knot,1,0.301029996,3.679700381,6.05,1.96,2.42,3,11,11,TRUE,TRUE,TRUE,20.76880152,3.68627451,1,0.301029996,3.679700381,20.76880152
2703,386,3k,blank,1,0.301029996,3.679700381,6.05,1.79,2.42,0,7,10,TRUE,TRUE,TRUE,20.76880152,9.705882353,1,0.301029996,3.679700381,20.76880152
2704,1463,3k,crib,1,0.301029996,3.679700381,6.05,4.16,2.42,2,5,2,TRUE,TRUE,TRUE,20.76880152,6.196078431,1,0.301029996,3.679700381,20.76880152
2707,4977,3k,pill,1,0.301029996,3.679700381,6.06,2.29,2.424,22,6,4,TRUE,TRUE,TRUE,20.77880152,11.82352941,1,0.301029996,3.679700381,20.77880152
2346,1183,3k,cliff,3,0.602059991,3.378670385,7.27676,1.51,2.910704,52,25,24,TRUE,TRUE,TRUE,20.79144154,#N/A,3,0.602059991,3.378670385,20.79144154
2470,5186,3k,pound,2,0.477121255,3.503609122,6.79,2.44,2.716,17,16,14,TRUE,TRUE,TRUE,20.80443649,13.88235294,2,0.477121255,3.503609122,20.80443649
2348,3041,3k,gulp,3,0.602059991,3.378670385,7.29,3.39,2.916,1,1,4,TRUE,TRUE,TRUE,20.80468154,0.980392157,3,0.602059991,3.378670385,20.80468154
2016,2438,3k,fond,11,1.079181246,2.90154913,9.21,2.42,3.684,9,7,12,TRUE,TRUE,TRUE,20.81619652,12.33333333,11,1.079181246,2.90154913,20.81619652
2064,7389,3k,taps,9,1,2.980730377,8.9,3.51,3.56,6,1,1,TRUE,TRUE,TRUE,20.82292151,2.549019608,9,1,2.980730377,20.82292151
2712,413,lcnl,blessed,1,0.301029996,3.679700381,6.11,2.69,2.444,0,2,4,TRUE,TRUE,TRUE,20.82880152,13.80392157,1,0.301029996,3.679700381,20.82880152
2714,1914,lcnl,drool,1,0.301029996,3.679700381,6.11,3.62,2.444,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,20.82880152,2.156862745,1,0.301029996,3.679700381,20.82880152
2720,5620,3k,rip,1,0.301029996,3.679700381,6.11,3.41,2.444,14,11,10,TRUE,TRUE,TRUE,20.82880152,20.15686275,1,0.301029996,3.679700381,20.82880152
2721,7322,3k,swoop,1,0.301029996,3.679700381,6.11,2.02,2.444,0,2,3,TRUE,TRUE,TRUE,20.82880152,1.529411765,1,0.301029996,3.679700381,20.82880152
2713,1062,3k,choke,1,0.301029996,3.679700381,6.11,2.23,2.444,1,4,3,TRUE,TRUE,TRUE,20.82880152,6.470588235,1,0.301029996,3.679700381,20.82880152
2355,24,3k,aid,3,0.602059991,3.378670385,7.33,2.2,2.932,1,12,11,TRUE,TRUE,TRUE,20.84468154,13.90196078,3,0.602059991,3.378670385,20.84468154
2088,5789,3k,sake,8,0.954242509,3.026487867,8.74,3.36,3.496,2,10,11,TRUE,TRUE,TRUE,20.84595147,64.15686275,8,0.954242509,3.026487867,20.84595147
2287,614,3k,brand,4,0.698970004,3.281760372,7.72,2.35,3.088,3,5,4,TRUE,TRUE,TRUE,20.84704149,13.96078431,4,0.698970004,3.281760372,20.84704149
2471,7742,3k,trace,2,0.477121255,3.503609122,6.84,4.21,2.736,13,8,10,TRUE,TRUE,TRUE,20.85443649,19.39215686,2,0.477121255,3.503609122,20.85443649
531,1339,3k,cop,#N/A,#N/A,#N/A,4.94,1.3,1.976,19,6,6,FALSE,TRUE,FALSE,#N/A,86.1372549,0.002154985,0.000934891,3.979795485,20.85918194
2358,5463,3k,ranch,3,0.602059991,3.378670385,7.35,2.62,2.94,31,27,27,TRUE,TRUE,TRUE,20.86468154,17.54901961,3,0.602059991,3.378670385,20.86468154
2356,4705,3k,oak,3,0.602059991,3.378670385,7.35,1.79,2.94,16,31,31,TRUE,TRUE,TRUE,20.86468154,5.607843137,3,0.602059991,3.378670385,20.86468154
984,2434,3k,fold,#N/A,#N/A,#N/A,4.95,1.87,1.98,28,8,11,FALSE,TRUE,FALSE,#N/A,8.62745098,0.000215842,9.37E-05,3.980636648,20.87254659
2283,5618,3k,rinse,#N/A,#N/A,#N/A,4.95,2.01,1.98,0,1,1,FALSE,TRUE,FALSE,#N/A,2.352941176,5.89E-05,2.56E-05,3.980704812,20.87281925
2731,557,3k,boss,1,0.301029996,3.679700381,6.16,2.36,2.464,125,38,23,TRUE,TRUE,TRUE,20.87880152,124.2941176,1,0.301029996,3.679700381,20.87880152
1872,4996,3k,pip,26,1.431363764,2.549366612,10.687,5.73,4.2748,11,7,4,TRUE,TRUE,TRUE,20.88446645,#N/A,26,1.431363764,2.549366612,20.88446645
2062,4220,3k,malt,10,1.041392685,2.939337691,9.18,3.59,3.672,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,20.93735077,1.647058824,10,1.041392685,2.939337691,20.93735077
2740,286,3k,belch,1,0.301029996,3.679700381,6.22,2.26,2.488,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,20.93880152,0.725490196,1,0.301029996,3.679700381,20.93880152
2133,7734,3k,tow,7,0.903089987,3.07764039,8.63,3.53,3.452,1,5,2,TRUE,TRUE,TRUE,20.94056156,5.784313725,7,0.903089987,3.07764039,20.94056156
2493,6884,3k,squash,2,0.477121255,3.503609122,6.94,3.3,2.776,0,3,7,TRUE,TRUE,TRUE,20.95443649,4.37254902,2,0.477121255,3.503609122,20.95443649
2380,3451,unl,iced,3,0.602059991,3.378670385,7.44,2.62,2.976,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,20.95468154,4.274509804,3,0.602059991,3.378670385,20.95468154
2503,4799,3k,pale,2,0.477121255,3.503609122,6.95,2.66,2.78,4,30,39,TRUE,TRUE,TRUE,20.96443649,8.019607843,2,0.477121255,3.503609122,20.96443649
2502,4384,3k,mist,2,0.477121255,3.503609122,6.95,2.61,2.78,0,6,11,TRUE,TRUE,TRUE,20.96443649,3.549019608,2,0.477121255,3.503609122,20.96443649
2504,8045,3k,vine,2,0.477121255,3.503609122,6.95,3.36,2.78,3,1,7,TRUE,TRUE,TRUE,20.96443649,2.098039216,2,0.477121255,3.503609122,20.96443649
2501,2094,3k,fade,2,0.477121255,3.503609122,6.95,2.67,2.78,1,2,2,TRUE,TRUE,TRUE,20.96443649,5.607843137,2,0.477121255,3.503609122,20.96443649
2069,3264,3k,hind,10,1.041392685,2.939337691,9.21,3.47,3.684,1,8,15,TRUE,TRUE,TRUE,20.96735077,2.450980392,10,1.041392685,2.939337691,20.96735077
2743,2291,3k,flame,1,0.301029996,3.679700381,6.25,2.38,2.5,14,10,13,TRUE,TRUE,TRUE,20.96880152,9.039215686,1,0.301029996,3.679700381,20.96880152
2744,8138,3k,warmth,1,0.301029996,3.679700381,6.26,2.33,2.504,0,13,18,TRUE,TRUE,TRUE,20.97880152,4.450980392,1,0.301029996,3.679700381,20.97880152
2381,2344,3k,flight,3,0.602059991,3.378670385,7.47,4.15,2.988,6,14,23,TRUE,TRUE,TRUE,20.98468154,59.68627451,3,0.602059991,3.378670385,20.98468154
2508,1749,3k,dip,2,0.477121255,3.503609122,7,2.81,2.8,8,3,5,TRUE,TRUE,TRUE,21.01443649,7.960784314,2,0.477121255,3.503609122,21.01443649
2509,4614,3k,niece,2,0.477121255,3.503609122,7,2.4,2.8,0,0,2,TRUE,TRUE,TRUE,21.01443649,9.529411765,2,0.477121255,3.503609122,21.01443649
2510,8285,3k,whip,2,0.477121255,3.503609122,7,2.69,2.8,6,18,16,TRUE,TRUE,TRUE,21.01443649,13.15686275,2,0.477121255,3.503609122,21.01443649
2516,8441,3k,wrap,2,0.477121255,3.503609122,7,2.72,2.8,5,8,10,TRUE,TRUE,TRUE,21.01443649,17.80392157,2,0.477121255,3.503609122,21.01443649
2748,547,3k,bop,1,0.301029996,3.679700381,6.31,2.77,2.524,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.02880152,1.843137255,1,0.301029996,3.679700381,21.02880152
3015,7424,3k,tease,#N/A,#N/A,#N/A,5.11,1.41,2.044,7,2,6,FALSE,TRUE,FALSE,#N/A,5.68627451,0.000142259,6.18E-05,3.980668598,21.03267439
2749,109,lcnl,ax,1,0.301029996,3.679700381,6.31763,1.73,2.527052,11,11,14,TRUE,TRUE,TRUE,21.03643152,4.333333333,1,0.301029996,3.679700381,21.03643152
2755,6930,3k,stage,1,0.301029996,3.679700381,6.32,2.06,2.528,48,37,32,TRUE,TRUE,TRUE,21.03880152,45.56862745,1,0.301029996,3.679700381,21.03880152
2392,2528,3k,fright,3,0.602059991,3.378670385,7.53,3.04,3.012,1,5,7,TRUE,TRUE,TRUE,21.04468154,2.764705882,3,0.602059991,3.378670385,21.04468154
2760,6952,3k,stamp,1,0.301029996,3.679700381,6.33,2.22,2.532,18,27,7,TRUE,TRUE,TRUE,21.04880152,5.921568627,1,0.301029996,3.679700381,21.04880152
2281,5057,lcnl,pleased,5,0.77815125,3.202579126,8.26,3.18,3.304,24,58,60,TRUE,TRUE,TRUE,21.0703165,28.52941176,5,0.77815125,3.202579126,21.0703165
1802,4502,3k,mug,#N/A,#N/A,#N/A,5.15,2.03,2.06,1,2,3,FALSE,TRUE,FALSE,#N/A,6.843137255,0.000171202,7.43E-05,3.980656031,21.07262412
2533,393,3k,blast,2,0.477121255,3.503609122,7.06,3.02,2.824,2,11,13,TRUE,TRUE,TRUE,21.07443649,16.17647059,2,0.477121255,3.503609122,21.07443649
2764,5107,3k,plus,1,0.301029996,3.679700381,6.370915,1.67,2.548366,3,2,3,TRUE,TRUE,TRUE,21.08971652,#N/A,1,0.301029996,3.679700381,21.08971652
973,2408,3k,flush,#N/A,#N/A,#N/A,5.17,2.68,2.068,0,0,1,FALSE,TRUE,FALSE,#N/A,9.37254902,0.000234483,0.000101823,3.980628554,21.09251422
2408,3147,3k,haul,3,0.602059991,3.378670385,7.58,2.5,3.032,2,5,6,TRUE,TRUE,TRUE,21.09468154,7.078431373,3,0.602059991,3.378670385,21.09468154
1869,1277,3k,cock,33,1.531478917,2.449251459,11.32,3.45,4.528,0,1,1,TRUE,TRUE,TRUE,21.11700584,11.37254902,33,1.531478917,2.449251459,21.11700584
2538,991,3k,cheap,2,0.477121255,3.503609122,7.11,2.08,2.844,1,5,7,TRUE,TRUE,TRUE,21.12443649,36.23529412,2,0.477121255,3.503609122,21.12443649
2539,5621,3k,ripe,2,0.477121255,3.503609122,7.11,2.87,2.844,6,5,10,TRUE,TRUE,TRUE,21.12443649,4.176470588,2,0.477121255,3.503609122,21.12443649
2334,7008,3k,steep,4,0.698970004,3.281760372,8,2.38,3.2,13,18,23,TRUE,TRUE,TRUE,21.12704149,2.450980392,4,0.698970004,3.281760372,21.12704149
2765,1266,3k,coast,1,0.301029996,3.679700381,6.43,1.91,2.572,13,19,24,TRUE,TRUE,TRUE,21.14880152,26.68627451,1,0.301029996,3.679700381,21.14880152
2197,4239,3k,mare,7,0.903089987,3.07764039,8.84,3.88,3.536,0,7,9,TRUE,TRUE,TRUE,21.15056156,2.901960784,7,0.903089987,3.07764039,21.15056156
2231,4658,3k,nor,6,0.84509804,3.135632337,8.608885,2.16,3.443554,21,26,53,TRUE,TRUE,TRUE,21.15141435,35.98039216,6,0.84509804,3.135632337,21.15141435
2817,6936,3k,stain,#N/A,#N/A,#N/A,5.24,1.41,2.096,0,0,0,FALSE,TRUE,FALSE,#N/A,6.196078431,0.000155014,6.73E-05,3.98066306,21.16265224
2553,3994,3k,limp,2,0.477121255,3.503609122,7.16,2.14,2.864,5,7,9,TRUE,TRUE,TRUE,21.17443649,3.666666667,2,0.477121255,3.503609122,21.17443649
2552,3990,3k,limb,2,0.477121255,3.503609122,7.16,2.39,2.864,6,8,8,TRUE,TRUE,TRUE,21.17443649,4.666666667,2,0.477121255,3.503609122,21.17443649
2550,543,3k,booth,2,0.477121255,3.503609122,7.16,1.61,2.864,4,12,9,TRUE,TRUE,TRUE,21.17443649,20.37254902,2,0.477121255,3.503609122,21.17443649
2551,2823,3k,golf,2,0.477121255,3.503609122,7.16,2.61,2.864,21,21,11,TRUE,TRUE,TRUE,21.17443649,25.52941176,2,0.477121255,3.503609122,21.17443649
2769,7931,3k,twist,1,0.301029996,3.679700381,6.46,1.96,2.584,3,4,6,TRUE,TRUE,TRUE,21.17880152,12.60784314,1,0.301029996,3.679700381,21.17880152
2295,7674,3k,toll,5,0.77815125,3.202579126,8.37,2.43,3.348,0,0,1,TRUE,TRUE,TRUE,21.1803165,3.352941176,5,0.77815125,3.202579126,21.1803165
2554,72,lcnl,ark,2,0.477121255,3.503609122,7.17,3.33,2.868,0,1,3,TRUE,TRUE,TRUE,21.18443649,#N/A,2,0.477121255,3.503609122,21.18443649
2435,1610,3k,damp,3,0.602059991,3.378670385,7.67,2.11,3.068,11,21,25,TRUE,TRUE,TRUE,21.18468154,2.921568627,3,0.602059991,3.378670385,21.18468154
2555,2363,3k,flock,2,0.477121255,3.503609122,7.18,2.9,2.872,13,16,18,TRUE,TRUE,TRUE,21.19443649,4.647058824,2,0.477121255,3.503609122,21.19443649
2439,1106,3k,chute,3,0.602059991,3.378670385,7.68,2.43,3.072,1,4,4,TRUE,TRUE,TRUE,21.19468154,3.607843137,3,0.602059991,3.378670385,21.19468154
2771,5840,lcnl,scales,1,0.301029996,3.679700381,6.477485,1.94,2.590994,10,4,5,TRUE,TRUE,TRUE,21.19628652,2.019607843,1,0.301029996,3.679700381,21.19628652
2774,6638,lcnl,soil,1,0.301029996,3.679700381,6.48,2.5,2.592,14,59,99,TRUE,TRUE,TRUE,21.19880152,7.784313725,1,0.301029996,3.679700381,21.19880152
553,1392,3k,crab,#N/A,#N/A,#N/A,5.28,2.3,2.112,31,6,10,FALSE,TRUE,FALSE,#N/A,6.901960784,0.000172674,7.50E-05,3.980655392,21.20262157
1099,2689,3k,germs,#N/A,#N/A,#N/A,5.287329,1.91,2.1149316,0,5,6,FALSE,TRUE,FALSE,#N/A,3.019607843,7.55E-05,3.28E-05,3.980697569,21.21011928
2128,4329,3k,mew,9,1,2.980730377,9.29,3.97,3.716,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.21292151,0.450980392,9,1,2.980730377,21.21292151
2775,2770,3k,globe,1,0.301029996,3.679700381,6.5,2.6,2.6,21,22,19,TRUE,TRUE,TRUE,21.21880152,5.215686275,1,0.301029996,3.679700381,21.21880152
3508,8608,3k,zip,#N/A,#N/A,#N/A,5.3,2.7,2.12,1,4,2,FALSE,TRUE,FALSE,#N/A,7.62745098,0.000190824,8.29E-05,3.980647511,21.22259004
2563,7390,3k,tar,2,0.477121255,3.503609122,7.22,2.62,2.888,7,3,4,TRUE,TRUE,TRUE,21.23443649,3.137254902,2,0.477121255,3.503609122,21.23443649
2353,5176,3k,post,4,0.698970004,3.281760372,8.11,3,3.244,17,28,38,TRUE,TRUE,TRUE,21.23704149,32.43137255,4,0.698970004,3.281760372,21.23704149
2250,5972,3k,scrub,6,0.84509804,3.135632337,8.7,5.69,3.48,1,3,3,TRUE,TRUE,TRUE,21.24252935,6.235294118,6,0.84509804,3.135632337,21.24252935
2784,6619,3k,soak,1,0.301029996,3.679700381,6.53,2.74,2.612,1,3,4,TRUE,TRUE,TRUE,21.24880152,3.450980392,1,0.301029996,3.679700381,21.24880152
2448,284,3k,beige,3,0.602059991,3.378670385,7.74,2.28,3.096,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.25468154,1.352941176,3,0.602059991,3.378670385,21.25468154
2308,3944,3k,lend,5,0.77815125,3.202579126,8.45,2.33,3.38,28,10,5,TRUE,TRUE,TRUE,21.2603165,11.66666667,5,0.77815125,3.202579126,21.2603165
2266,6002,3k,search,6,0.84509804,3.135632337,8.72,3.34,3.488,0,13,42,TRUE,TRUE,TRUE,21.26252935,48.37254902,6,0.84509804,3.135632337,21.26252935
2450,5759,3k,rust,3,0.602059991,3.378670385,7.75,2.9,3.1,5,1,2,TRUE,TRUE,TRUE,21.26468154,2.490196078,3,0.602059991,3.378670385,21.26468154
2794,3723,3k,kit,1,0.301029996,3.679700381,6.55,2.76,2.62,65,17,7,TRUE,TRUE,TRUE,21.26880152,17.64705882,1,0.301029996,3.679700381,21.26880152
2568,6434,3k,slim,2,0.477121255,3.503609122,7.26,2.42,2.904,7,4,10,TRUE,TRUE,TRUE,21.27443649,#N/A,2,0.477121255,3.503609122,21.27443649
2452,8350,3k,wilt,3,0.602059991,3.378670385,7.76,2.49,3.104,0,3,1,TRUE,TRUE,TRUE,21.27468154,1.823529412,3,0.602059991,3.378670385,21.27468154
2795,279,3k,beet,1,0.301029996,3.679700381,6.56,2.06,2.624,0,0,1,TRUE,TRUE,TRUE,21.27880152,0.274509804,1,0.301029996,3.679700381,21.27880152
2365,7035,3k,stiff,4,0.698970004,3.281760372,8.16,2.34,3.264,21,18,24,TRUE,TRUE,TRUE,21.28704149,10.25490196,4,0.698970004,3.281760372,21.28704149
3343,8186,3k,web,#N/A,#N/A,#N/A,5.37,1.71,2.148,35,18,11,FALSE,TRUE,FALSE,#N/A,9.215686275,0.000230558,0.000100119,3.980630258,21.29252103
2798,1983,3k,dunk,1,0.301029996,3.679700381,6.58,4.07,2.632,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.29880152,2.588235294,1,0.301029996,3.679700381,21.29880152
2454,3175,3k,heap,3,0.602059991,3.378670385,7.79,3.17,3.116,3,8,10,TRUE,TRUE,TRUE,21.30468154,4.882352941,3,0.602059991,3.378670385,21.30468154
2800,646,3k,breast,1,0.301029996,3.679700381,6.6,2.54,2.64,5,3,3,TRUE,TRUE,TRUE,21.31880152,8.960784314,1,0.301029996,3.679700381,21.31880152
2802,3992,3k,lime,1,0.301029996,3.679700381,6.61,2.99,2.644,1,0,0,TRUE,TRUE,TRUE,21.32880152,3.294117647,1,0.301029996,3.679700381,21.32880152
2801,120,3k,babe,1,0.301029996,3.679700381,6.61,3.11,2.644,6,16,11,TRUE,TRUE,TRUE,21.32880152,35.56862745,1,0.301029996,3.679700381,21.32880152
2575,6905,lcnl,squid,2,0.477121255,3.503609122,7.32,3.46,2.928,0,8,3,TRUE,TRUE,TRUE,21.33443649,2.764705882,2,0.477121255,3.503609122,21.33443649
3030,7454,3k,tenth,#N/A,#N/A,#N/A,5.411785,2.38,2.164714,7,2,4,FALSE,TRUE,FALSE,#N/A,4.156862745,0.000103997,4.52E-05,3.980685214,21.33452586
2804,8204,3k,weigh,1,0.301029996,3.679700381,6.62,2.85,2.648,6,13,14,TRUE,TRUE,TRUE,21.33880152,7.117647059,1,0.301029996,3.679700381,21.33880152
2581,2908,3k,grease,2,0.477121255,3.503609122,7.33,2.09,2.932,0,5,10,TRUE,TRUE,TRUE,21.34443649,6.941176471,2,0.477121255,3.503609122,21.34443649
2584,6286,3k,sill,2,0.477121255,3.503609122,7.33,2.57,2.932,3,5,4,TRUE,TRUE,TRUE,21.34443649,0.450980392,2,0.477121255,3.503609122,21.34443649
2379,11,lcnl,ad,4,0.698970004,3.281760372,8.22,3.04,3.288,10,8,8,TRUE,TRUE,TRUE,21.34704149,13.60784314,4,0.698970004,3.281760372,21.34704149
2239,1352,3k,cork,7,0.903089987,3.07764039,9.05,3.24,3.62,0,4,4,TRUE,TRUE,TRUE,21.36056156,2.862745098,7,0.903089987,3.07764039,21.36056156
2808,5665,3k,role,1,0.301029996,3.679700381,6.65,2.58,2.66,1,0,2,TRUE,TRUE,TRUE,21.36880152,18.21568627,1,0.301029996,3.679700381,21.36880152
2807,457,3k,blouse,1,0.301029996,3.679700381,6.65,2.58,2.66,0,3,3,TRUE,TRUE,TRUE,21.36880152,5.333333333,1,0.301029996,3.679700381,21.36880152
294,737,3k,bruise,#N/A,#N/A,#N/A,5.45,2.14,2.18,0,0,1,FALSE,TRUE,FALSE,#N/A,3.235294118,8.09E-05,3.52E-05,3.980695226,21.3727809
2597,1708,lcnl,dew,2,0.477121255,3.503609122,7.37,2.59,2.948,0,7,6,TRUE,TRUE,TRUE,21.38443649,2.137254902,2,0.477121255,3.503609122,21.38443649
2596,1120,3k,clam,2,0.477121255,3.503609122,7.37,2.22,2.948,0,7,9,TRUE,TRUE,TRUE,21.38443649,3.921568627,2,0.477121255,3.503609122,21.38443649
2813,1572,unl,curved,1,0.301029996,3.679700381,6.67,1.61,2.668,0,7,15,TRUE,TRUE,TRUE,21.38880152,0.607843137,1,0.301029996,3.679700381,21.38880152
2814,5977,lcnl,scrunch,1,0.301029996,3.679700381,6.67,2.87,2.668,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.38880152,0.215686275,1,0.301029996,3.679700381,21.38880152
2674,6604,lcnl,snot,#N/A,#N/A,#N/A,5.47,3.6,2.188,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,2.117647059,5.30E-05,2.30E-05,3.980707368,21.39282947
2815,1713,3k,dial,1,0.301029996,3.679700381,6.68,3.16,2.672,1,3,5,TRUE,TRUE,TRUE,21.39880152,8.862745098,1,0.301029996,3.679700381,21.39880152
2468,5442,3k,rail,3,0.602059991,3.378670385,7.89,2.99,3.156,6,8,9,TRUE,TRUE,TRUE,21.40468154,4.568627451,3,0.602059991,3.378670385,21.40468154
2246,4313,3k,mend,7,0.903089987,3.07764039,9.11,3.62,3.644,10,5,5,TRUE,TRUE,TRUE,21.42056156,2.607843137,7,0.903089987,3.07764039,21.42056156
3215,7865,3k,tube,#N/A,#N/A,#N/A,5.5,2.04,2.2,11,23,24,FALSE,TRUE,FALSE,#N/A,16.43137255,0.000411081,0.000178493,3.980551883,21.42220753
65,160,unl,bam,#N/A,#N/A,#N/A,5.5,2.85,2.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,#N/A,7.078431373,0.000177088,7.69E-05,3.980653475,21.4226139
2601,2306,lcnl,flash,2,0.477121255,3.503609122,7.42,2.46,2.968,42,41,32,TRUE,TRUE,TRUE,21.43443649,15.35294118,2,0.477121255,3.503609122,21.43443649
2819,31,3k,aim,1,0.301029996,3.679700381,6.72,2.11,2.688,0,6,9,TRUE,TRUE,TRUE,21.43880152,14.8627451,1,0.301029996,3.679700381,21.43880152
3386,8282,3k,whine,#N/A,#N/A,#N/A,5.53,2.48,2.212,0,1,3,FALSE,TRUE,FALSE,#N/A,1.62745098,4.07E-05,1.77E-05,3.980712694,21.45285078
2823,1070,3k,chop,1,0.301029996,3.679700381,6.74,2.38,2.696,23,11,11,TRUE,TRUE,TRUE,21.45880152,13.60784314,1,0.301029996,3.679700381,21.45880152
2603,5480,3k,rare,2,0.477121255,3.503609122,7.45,2.42,2.98,3,7,9,TRUE,TRUE,TRUE,21.46443649,21.31372549,2,0.477121255,3.503609122,21.46443649
2824,4850,3k,pause,1,0.301029996,3.679700381,6.75,2,2.7,0,5,13,TRUE,TRUE,TRUE,21.46880152,5.392156863,1,0.301029996,3.679700381,21.46880152
2399,8313,3k,whom,4,0.698970004,3.281760372,8.353117,2.77,3.3412468,6,20,33,TRUE,TRUE,TRUE,21.48015849,35.19607843,4,0.698970004,3.281760372,21.48015849
2606,1568,3k,curse,2,0.477121255,3.503609122,7.47,2.67,2.988,0,0,3,TRUE,TRUE,TRUE,21.48443649,18.21568627,2,0.477121255,3.503609122,21.48443649
2412,6466,lcnl,sloth,4,0.698970004,3.281760372,8.37,3.86,3.348,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.49704149,#N/A,4,0.698970004,3.281760372,21.49704149
2411,2953,3k,grind,4,0.698970004,3.281760372,8.37,2.95,3.348,4,3,3,TRUE,TRUE,TRUE,21.49704149,3.725490196,4,0.698970004,3.281760372,21.49704149
2829,6435,lcnl,slime,1,0.301029996,3.679700381,6.78,2.37,2.712,0,1,0,TRUE,TRUE,TRUE,21.49880152,2.764705882,1,0.301029996,3.679700381,21.49880152
3327,8152,3k,wasp,#N/A,#N/A,#N/A,5.58,1.74,2.232,0,2,1,FALSE,TRUE,FALSE,#N/A,1.431372549,3.58E-05,1.56E-05,3.980714825,21.5028593
2836,8195,3k,weed,1,0.301029996,3.679700381,6.79,3.57,2.716,21,8,7,TRUE,TRUE,TRUE,21.50880152,11.76470588,1,0.301029996,3.679700381,21.50880152
2483,1849,lcnl,doze,3,0.602059991,3.378670385,8,1.91,3.2,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.51468154,0.392156863,3,0.602059991,3.378670385,21.51468154
2481,1627,3k,darn,3,0.602059991,3.378670385,8,3.94,3.2,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,21.51468154,13.90196078,3,0.602059991,3.378670385,21.51468154
2485,3861,3k,latch,3,0.602059991,3.378670385,8,3.28,3.2,8,4,4,TRUE,TRUE,TRUE,21.51468154,1.921568627,3,0.602059991,3.378670385,21.51468154
2421,1380,3k,court,4,0.698970004,3.281760372,8.39,2.62,3.356,3,24,32,TRUE,TRUE,TRUE,21.51704149,100.7254902,4,0.698970004,3.281760372,21.51704149
2839,6343,3k,skill,1,0.301029996,3.679700381,6.8,2.76,2.72,9,4,14,TRUE,TRUE,TRUE,21.51880152,7.921568627,1,0.301029996,3.679700381,21.51880152
2842,1556,3k,curb,1,0.301029996,3.679700381,6.81,2.99,2.724,10,10,8,TRUE,TRUE,TRUE,21.52880152,4.098039216,1,0.301029996,3.679700381,21.52880152
2217,4753,3k,ought,9,1,2.980730377,9.62,2.63,3.848,14,34,41,TRUE,TRUE,TRUE,21.54292151,80.74509804,9,1,2.980730377,21.54292151
2623,6185,3k,shock,2,0.477121255,3.503609122,7.53,2.32,3.012,0,10,15,TRUE,TRUE,TRUE,21.54443649,28.78431373,2,0.477121255,3.503609122,21.54443649
2424,716,3k,brook,4,0.698970004,3.281760372,8.42,3.69,3.368,24,15,8,TRUE,TRUE,TRUE,21.54704149,2.039215686,4,0.698970004,3.281760372,21.54704149
2846,1653,3k,deaf,1,0.301029996,3.679700381,6.83,1.5,2.732,2,8,13,TRUE,TRUE,TRUE,21.54880152,14.52941176,1,0.301029996,3.679700381,21.54880152
96,241,3k,bead,#N/A,#N/A,#N/A,5.63,1.64,2.252,0,0,0,FALSE,TRUE,FALSE,#N/A,1.117647059,2.80E-05,1.21E-05,3.980718233,21.55287293
