,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3,max tasa,,,,,,,,,
8476,3k,wrong,32,4.22,1.48,158,191,168,191,FALSE,TRUE,FALSE,2,,,,,
45,3k,all,1080,4.239515,1.4,3931,3788,3965,3965,FALSE,FALSE,TRUE,3,,,,,
4072,3k,long,229,4.239515,1.83,966,1098,1146,1146,FALSE,FALSE,TRUE,3,,,,,
4367,3k,mine,39,4.239515,2.42,116,104,93,116,TRUE,FALSE,FALSE,1,,,,,
7936,3k,two,236,4.239515,2.06,1053,1180,1369,1369,FALSE,FALSE,TRUE,3,,,,,
8261,3k,when,675,4.239515,1.8,2676,3114,3651,3651,FALSE,FALSE,TRUE,3,,,,,
2576,3k,full,71,4.24,1.61,92,167,192,192,FALSE,FALSE,TRUE,3,,,,,
6130,3k,sheep,62,4.25,1.52,192,84,76,192,TRUE,FALSE,FALSE,1,,,,,
575,3k,bowl,14,4.26,2.28,59,64,38,64,FALSE,TRUE,FALSE,2,,,,,
963,3k,change,21,4.26,1.66,137,214,217,217,FALSE,FALSE,TRUE,3,,,,,
1579,3k,cute,6,4.26,1.45,6,18,11,18,FALSE,TRUE,FALSE,2,,,,,
2624,3k,game,18,4.26,1.82,337,201,161,337,TRUE,FALSE,FALSE,1,,,,,
4788,3k,pain,4,4.26,1.52,31,52,57,57,FALSE,FALSE,TRUE,3,,,,,
5342,3k,push,13,4.26,1.85,91,84,58,91,TRUE,FALSE,FALSE,1,,,,,
6306,3k,sip,2,4.26,1.37,5,2,3,5,TRUE,FALSE,FALSE,1,,,,,
6652,3k,song,53,4.26,1.73,58,56,52,58,TRUE,FALSE,FALSE,1,,,,,
7399,3k,taste,22,4.26,1.76,42,39,50,50,FALSE,FALSE,TRUE,3,,,,,
7440,3k,tell,156,4.26,2.05,1243,1107,962,1243,TRUE,FALSE,FALSE,1,,,,,
8163,3k,wave,7,4.26,1.59,16,27,35,35,FALSE,FALSE,TRUE,3,,,,,
131,3k,bag,38,4.28,1.56,252,170,124,252,TRUE,FALSE,FALSE,1,,,,,
404,3k,bleed,1,4.28,1.56,1,1,1,1,TRUE,TRUE,TRUE,1,,,,,
2065,3k,end,93,4.28,2.61,296,327,384,384,FALSE,FALSE,TRUE,3,,,,,
2733,3k,give,103,4.28,1.93,570,523,477,570,TRUE,FALSE,FALSE,1,,,,,
3693,3k,kid,19,4.28,1.56,107,109,74,109,FALSE,TRUE,FALSE,2,,,,,
4324,3k,mess,19,4.28,1.45,72,45,23,72,TRUE,FALSE,FALSE,1,,,,,
580,3k,box,86,4.3,1.66,653,267,174,653,TRUE,FALSE,FALSE,1,,,,,
2777,3k,glove,4,4.3,1.63,6,14,7,14,FALSE,TRUE,FALSE,2,,,,,
3964,3k,lick,4,4.3,1.53,14,10,7,14,TRUE,FALSE,FALSE,1,,,,,
8098,3k,wait,78,4.3,1.89,424,321,203,424,TRUE,FALSE,FALSE,1,,,,,
59,3k,ant,2,4.32,1.57,114,27,13,114,TRUE,FALSE,FALSE,1,,,,,
869,3k,can,507,4.32,2.26,5068,2608,2656,5068,TRUE,FALSE,FALSE,1,,,,,
1368,3k,cough,4,4.32,2.11,1,4,7,7,FALSE,FALSE,TRUE,3,,,,,
2543,3k,frog,117,4.32,1.45,876,101,28,876,TRUE,FALSE,FALSE,1,,,,,
6205,3k,short,27,4.32,1.73,94,142,164,164,FALSE,FALSE,TRUE,3,,,,,
6278,3k,sign,28,4.32,1.45,247,133,120,247,TRUE,FALSE,FALSE,1,,,,,
7092,3k,stove,3,4.32,1.86,25,37,48,48,FALSE,FALSE,TRUE,3,,,,,
1005,3k,cheese,37,4.33,1.75,32,31,32,32,TRUE,FALSE,TRUE,1,,,,,
1826,lcnl,dot,23,4.33,1.41,59,12,7,59,TRUE,FALSE,FALSE,1,,,,,
8157,3k,watch,57,4.33,1.61,284,294,258,294,FALSE,TRUE,FALSE,2,,,,,
2817,3k,god,25,4.346085,2.38,27,47,58,58,FALSE,FALSE,TRUE,3,,,,,
3858,3k,last,119,4.346085,1.83,632,675,653,675,FALSE,TRUE,FALSE,2,,,,,
4185,lcnl,ma,48,4.346085,2.74,15,80,84,84,FALSE,FALSE,TRUE,3,,,,,
4605,3k,next,144,4.346085,1.86,972,841,688,972,TRUE,FALSE,FALSE,1,,,,,
4755,3k,our,209,4.346085,1.53,621,709,909,909,FALSE,FALSE,TRUE,3,,,,,
5598,3k,right,257,4.346085,1.59,1499,1410,1229,1499,TRUE,FALSE,FALSE,1,,,,,
8565,3k,you,2280,4.346085,1.88,15472,11867,12090,15472,TRUE,FALSE,FALSE,1,,,,,
777,3k,bump,40,4.35,1.6,67,41,14,67,TRUE,FALSE,FALSE,1,,,,,
7606,cdi,tickle,29,4.35,2.6,10,3,1,10,TRUE,FALSE,FALSE,1,,,,,
6974,3k,start,33,4.37,1.74,227,208,210,227,TRUE,FALSE,FALSE,1,,,,,
7359,3k,take,164,4.37,1.89,1347,1036,1013,1347,TRUE,FALSE,FALSE,1,,,,,
19,3k,age,1,4.38,1.36,29,62,91,91,FALSE,FALSE,TRUE,3,,,,,
2255,3k,first,138,4.388713,1.31,745,994,1181,1181,FALSE,FALSE,TRUE,3,,,,,
2451,3k,for,1177,4.388713,1.97,5851,5615,6423,6423,FALSE,FALSE,TRUE,3,,,,,
3233,3k,hers,1,4.388713,1.48,10,15,12,15,FALSE,TRUE,FALSE,2,,,,,
3117,3k,hard,76,4.39,2.15,573,581,543,581,FALSE,TRUE,FALSE,2,,,,,
6959,3k,stand,41,4.39,1.79,228,198,201,228,TRUE,FALSE,FALSE,1,,,,,
3484,lcnl,it,1687,4.39937,1.95,12605,11006,11906,12605,TRUE,FALSE,FALSE,1,,,,,
3624,3k,juice,11,4.4,2.21,13,29,33,33,FALSE,FALSE,TRUE,3,,,,,
8251,3k,wheel,8,4.4,2.09,37,67,80,80,FALSE,FALSE,TRUE,3,,,,,
692,3k,bring,34,4.42,2.46,171,175,190,190,FALSE,FALSE,TRUE,3,,,,,
1207,3k,clock,16,4.42,1.46,112,67,60,112,TRUE,FALSE,FALSE,1,,,,,
3663,3k,keep,67,4.42,2.04,496,530,579,579,FALSE,FALSE,TRUE,3,,,,,
3745,3k,knee,8,4.42,2.52,14,23,24,24,FALSE,FALSE,TRUE,3,,,,,
4009,cdi,lion,54,4.42,1.74,225,109,74,225,TRUE,FALSE,FALSE,1,,,,,
4299,3k,meat,11,4.42,1.57,50,93,103,103,FALSE,FALSE,TRUE,3,,,,,
5380,3k,queen,29,4.42,1.57,66,58,51,66,TRUE,FALSE,FALSE,1,,,,,
7385,3k,tape,1,4.42,1.43,51,27,15,51,TRUE,FALSE,FALSE,1,,,,,
7587,3k,thumb,18,4.42,2.36,15,19,13,19,FALSE,TRUE,FALSE,2,,,,,
7856,3k,truth,10,4.42,2.06,20,41,42,42,FALSE,FALSE,TRUE,3,,,,,
8412,3k,word,25,4.42,1.74,228,276,311,311,FALSE,FALSE,TRUE,3,,,,,
1578,3k,cut,32,4.43,1.72,316,241,205,316,TRUE,FALSE,FALSE,1,,,,,
2373,3k,floor,56,4.44,1.98,246,227,250,250,FALSE,FALSE,TRUE,3,,,,,
3908,3k,learn,15,4.44,1.42,192,256,269,269,FALSE,FALSE,TRUE,3,,,,,
6914,cdi,squirrel,6,4.44,1.92,105,34,19,105,TRUE,FALSE,FALSE,1,,,,,
7069,3k,stone,19,4.44,1.2,115,110,115,115,TRUE,FALSE,TRUE,1,,,,,
2545,3k,from,370,4.441998,2.24,2044,2639,3623,3623,FALSE,FALSE,TRUE,3,,,,,
3433,3k,hush,20,4.441998,1.88,6,13,8,13,FALSE,TRUE,FALSE,2,,,,,
8382,3k,with,1127,4.441998,1.59,4181,4111,5084,5084,FALSE,FALSE,TRUE,3,,,,,
762,3k,build,28,4.45,1.57,41,100,96,100,FALSE,TRUE,FALSE,2,,,,,
4792,3k,paint,15,4.45,1.32,225,66,54,225,TRUE,FALSE,FALSE,1,,,,,
954,3k,chalk,5,4.47,1.17,6,7,11,11,FALSE,FALSE,TRUE,3,,,,,
2745,3k,glass,19,4.47,1.65,97,111,115,115,FALSE,FALSE,TRUE,3,,,,,
3251,3k,hide,24,4.47,2.14,178,83,68,178,TRUE,FALSE,FALSE,1,,,,,
4825,3k,park,20,4.47,1.87,231,126,104,231,TRUE,FALSE,FALSE,1,,,,,
5667,3k,roll,11,4.47,2.12,71,59,47,71,TRUE,FALSE,FALSE,1,,,,,
5745,3k,run,100,4.47,1.9,734,399,322,734,TRUE,FALSE,FALSE,1,,,,,
6092,3k,shape,6,4.47,1.87,53,75,86,86,FALSE,FALSE,TRUE,3,,,,,
6301,3k,sink,9,4.47,2.04,29,32,28,32,FALSE,TRUE,FALSE,2,,,,,
7689,3k,tongue,14,4.47,2.87,21,38,44,44,FALSE,FALSE,TRUE,3,,,,,
7770,3k,trash,19,4.47,1.78,16,17,21,21,FALSE,FALSE,TRUE,3,,,,,
6350,3k,skin,7,4.48,1.69,62,75,90,90,FALSE,FALSE,TRUE,3,,,,,
5157,3k,pop,29,4.484626,1.59,38,40,23,40,FALSE,TRUE,FALSE,2,,,,,
7913,3k,twelve,9,4.484626,1.1,24,41,57,57,FALSE,FALSE,TRUE,3,,,,,
190,3k,barn,20,4.5,1.62,50,81,79,81,FALSE,TRUE,FALSE,2,,,,,
1221,3k,close,38,4.5,1.82,206,269,251,269,FALSE,TRUE,FALSE,2,,,,,
1973,3k,dumb,5,4.5,1.5,28,27,21,28,TRUE,FALSE,FALSE,1,,,,,
3773,3k,know,257,4.5,2.12,2010,1924,1730,2010,TRUE,FALSE,FALSE,1,,,,,
4646,3k,noise,49,4.5,2.2,213,157,111,213,TRUE,FALSE,FALSE,1,,,,,
7963,3k,use,38,4.5,1.82,436,474,666,666,FALSE,FALSE,TRUE,3,,,,,
8392,3k,wolf,43,4.5,1.79,247,81,39,247,TRUE,FALSE,FALSE,1,,,,,
2269,3k,five,59,4.50594,1.36,168,226,224,226,FALSE,TRUE,FALSE,2,,,,,
8571,lcnl,yours,9,4.50594,2.12,48,60,48,60,FALSE,TRUE,FALSE,2,,,,,
2555,3k,frown,3,4.52,1.69,8,11,9,11,FALSE,TRUE,FALSE,2,,,,,
773,3k,bull,15,4.53,2.29,25,15,22,25,TRUE,FALSE,FALSE,1,,,,,
1722,3k,die,10,4.53,1.78,44,93,62,93,FALSE,TRUE,FALSE,2,,,,,
3953,3k,let,119,4.53,2.09,919,662,613,919,TRUE,FALSE,FALSE,1,,,,,
4981,3k,pin,8,4.53,1.39,22,10,15,22,TRUE,FALSE,FALSE,1,,,,,
5613,3k,ring,29,4.53,1.87,102,90,76,102,TRUE,FALSE,FALSE,1,,,,,
7289,3k,sweet,45,4.53,2.46,35,63,64,64,FALSE,FALSE,TRUE,3,,,,,
8083,3k,wag,1,4.53,1.9,3,3,1,3,TRUE,TRUE,FALSE,1,,,,,
4111,3k,loud,42,4.537911,1.51,123,140,108,140,FALSE,TRUE,FALSE,2,,,,,
4719,lcnl,of,2203,4.548568,2.36,8779,11938,17271,17271,FALSE,FALSE,TRUE,3,,,,,
5118,3k,point,12,4.55,1.61,34,79,100,100,FALSE,FALSE,TRUE,3,,,,,
5634,3k,road,47,4.55,2.44,250,279,249,279,FALSE,TRUE,FALSE,2,,,,,
54,3k,and,6832,4.569882,1.94,17513,19697,24657,24657,FALSE,FALSE,TRUE,3,,,,,
1326,3k,cool,14,4.58,2.32,60,93,113,113,FALSE,FALSE,TRUE,3,,,,,
2262,3k,fist,1,4.58,1.64,4,18,16,18,FALSE,TRUE,FALSE,2,,,,,
3254,3k,high,91,4.58,2.24,243,344,407,407,FALSE,FALSE,TRUE,3,,,,,
3724,3k,kite,10,4.58,1.64,127,32,25,127,TRUE,FALSE,FALSE,1,,,,,
4528,3k,must,148,4.58,2.36,818,792,834,834,FALSE,FALSE,TRUE,3,,,,,
6009,3k,seat,16,4.58,1.92,99,109,95,109,FALSE,TRUE,FALSE,2,,,,,
7126,3k,street,74,4.58,2.48,563,369,284,563,TRUE,FALSE,FALSE,1,,,,,
7164,3k,strong,32,4.58,1.87,130,158,191,191,FALSE,FALSE,TRUE,3,,,,,
7513,3k,thing,162,4.58,1.61,640,585,607,640,TRUE,FALSE,FALSE,1,,,,,
8403,3k,wood,31,4.58,2.04,137,128,128,137,TRUE,FALSE,FALSE,1,,,,,
4494,3k,much,138,4.580539,1.24,698,820,975,975,FALSE,FALSE,TRUE,3,,,,,
7519,3k,third,18,4.580539,1.93,53,98,105,105,FALSE,FALSE,TRUE,3,,,,,
3890,3k,leaf,11,4.6,2.37,30,30,24,30,TRUE,TRUE,FALSE,1,,,,,
817,3k,but,1097,4.601853,2.45,5172,4711,5113,5172,TRUE,FALSE,FALSE,1,,,,,
4756,unl,ours,2,4.601853,2.05,8,14,14,14,FALSE,TRUE,TRUE,2,,,,,
4772,lcnl,pa,47,4.601853,2.82,30,73,91,91,FALSE,FALSE,TRUE,3,,,,,
915,3k,catch,53,4.61,2.07,187,192,146,192,FALSE,TRUE,FALSE,2,,,,,
1355,3k,corn,24,4.61,2.64,42,85,84,85,FALSE,TRUE,FALSE,2,,,,,
3818,3k,lake,5,4.61,1.72,202,129,112,202,TRUE,FALSE,FALSE,1,,,,,
5736,3k,rug,8,4.61,1.61,32,34,22,34,FALSE,TRUE,FALSE,2,,,,,
7778,3k,treat,8,4.61,2.03,6,19,18,19,FALSE,TRUE,FALSE,2,,,,,
8568,3k,young,44,4.61,1.5,157,297,401,401,FALSE,FALSE,TRUE,3,,,,,
4268,3k,mat,16,4.62,2.22,27,13,9,27,TRUE,FALSE,FALSE,1,,,,,
4486,3k,move,33,4.62,1.75,392,382,381,392,TRUE,FALSE,FALSE,1,,,,,
7651,lcnl,tired,77,4.62,2.58,225,208,163,225,TRUE,FALSE,FALSE,1,,,,,
1615,3k,dance,89,4.63,1.57,55,60,51,60,FALSE,TRUE,FALSE,2,,,,,
1940,3k,drum,16,4.63,2.19,21,12,19,21,TRUE,FALSE,FALSE,1,,,,,
3764,3k,knock,20,4.63,2.06,20,28,32,32,FALSE,FALSE,TRUE,3,,,,,
5803,3k,sand,26,4.63,2.31,135,105,112,135,TRUE,FALSE,FALSE,1,,,,,
8182,3k,wear,39,4.63,2.43,81,106,108,108,FALSE,FALSE,TRUE,3,,,,,
4201,3k,mail,18,4.65,2.01,69,37,29,69,TRUE,FALSE,FALSE,1,,,,,
6505,3k,smash,8,4.65,2.03,3,3,3,3,TRUE,TRUE,TRUE,1,,,,,
7149,unl,striped,10,4.65,2.03,9,8,6,9,TRUE,FALSE,FALSE,1,,,,,
8135,3k,warm,51,4.65,1.79,242,241,277,277,FALSE,FALSE,TRUE,3,,,,,
1313,3k,cone,5,4.67,2.57,14,10,9,14,TRUE,FALSE,FALSE,1,,,,,
2784,3k,glue,2,4.67,1.08,13,6,9,13,TRUE,FALSE,FALSE,1,,,,,
3316,3k,hold,47,4.67,2.89,175,214,212,214,FALSE,TRUE,FALSE,2,,,,,
5586,3k,ride,49,4.67,2.17,328,195,172,328,TRUE,FALSE,FALSE,1,,,,,
6388,3k,slap,2,4.67,2.3,5,2,6,6,FALSE,FALSE,TRUE,3,,,,,
7413,3k,teach,10,4.67,1.64,46,52,46,52,FALSE,TRUE,FALSE,2,,,,,
7660,3k,toast,13,4.67,3.34,5,18,18,18,FALSE,TRUE,TRUE,2,,,,,
2479,3k,fourth,6,4.676452,1.29,14,21,38,38,FALSE,FALSE,TRUE,3,,,,,
343,3k,bin,3,4.68,2.67,1,5,4,5,FALSE,TRUE,FALSE,2,,,,,
554,3k,born,22,4.68,1.97,30,95,119,119,FALSE,FALSE,TRUE,3,,,,,
4213,3k,make,233,4.68,1.77,1380,1258,1453,1453,FALSE,FALSE,TRUE,3,,,,,
6353,3k,skip,8,4.68,1.95,6,12,12,12,FALSE,TRUE,TRUE,2,,,,,
1150,3k,claw,2,4.7,2.2,6,4,2,6,TRUE,FALSE,FALSE,1,,,,,
4124,3k,low,18,4.7,1.22,62,112,151,151,FALSE,FALSE,TRUE,3,,,,,
2115,3k,fall,45,4.71,2.63,273,173,174,273,TRUE,FALSE,FALSE,1,,,,,
4722,unl,oh,351,4.71908,1.85,867,597,477,867,TRUE,FALSE,FALSE,1,,,,,
4601,3k,new,174,4.72,2.14,879,794,945,945,FALSE,FALSE,TRUE,3,,,,,
4769,lcnl,ox,2,4.72,1.96,27,16,13,27,TRUE,FALSE,FALSE,1,,,,,
4809,3k,pan,6,4.72,1.53,100,41,18,100,TRUE,FALSE,FALSE,1,,,,,
5739,3k,rule,15,4.72,1.49,24,57,40,57,FALSE,TRUE,FALSE,2,,,,,
6016,3k,seed,9,4.72,2.24,20,29,38,38,FALSE,FALSE,TRUE,3,,,,,
6211,3k,shout,21,4.72,1.49,28,38,31,38,FALSE,TRUE,FALSE,2,,,,,
6265,3k,side,79,4.72,1.27,413,429,422,429,FALSE,TRUE,FALSE,2,,,,,
855,3k,call,76,4.74,1.85,341,315,268,341,TRUE,FALSE,FALSE,1,,,,,
1069,3k,choose,22,4.74,1.79,12,51,60,60,FALSE,FALSE,TRUE,3,,,,,
1497,3k,cross,24,4.74,1.76,56,71,82,82,FALSE,FALSE,TRUE,3,,,,,
3979,3k,lift,8,4.74,1.91,27,39,43,43,FALSE,FALSE,TRUE,3,,,,,
4294,3k,meal,10,4.74,1.56,20,41,49,49,FALSE,FALSE,TRUE,3,,,,,
4303,3k,meet,27,4.74,1.73,101,129,138,138,FALSE,FALSE,TRUE,3,,,,,
5993,3k,sea,46,4.74,1.56,240,243,225,243,FALSE,TRUE,FALSE,2,,,,,
7611,3k,tie,10,4.74,1.82,53,36,31,53,TRUE,FALSE,FALSE,1,,,,,
3279,3k,hit,13,4.75,2.83,263,189,145,263,TRUE,FALSE,FALSE,1,,,,,
5706,3k,round,88,4.75,2.05,106,120,158,158,FALSE,FALSE,TRUE,3,,,,,
7515,3k,think,265,4.75,1.55,1417,1313,1353,1417,TRUE,FALSE,FALSE,1,,,,,
7082,3k,store,23,4.76,1.92,333,225,192,333,TRUE,FALSE,FALSE,1,,,,,
561,3k,both,52,4.772365,1.57,213,268,333,333,FALSE,FALSE,TRUE,3,,,,,
4079,lcnl,looks,44,4.772365,1.41,418,237,179,418,TRUE,FALSE,FALSE,1,,,,,
8381,3k,witch,7,4.78,1.4,5,12,16,16,FALSE,FALSE,TRUE,3,,,,,
332,3k,bike,33,4.79,1.65,173,87,59,173,TRUE,FALSE,FALSE,1,,,,,
437,3k,block,16,4.79,3.08,87,65,59,87,TRUE,FALSE,FALSE,1,,,,,
2156,3k,fear,20,4.79,1.93,15,46,75,75,FALSE,FALSE,TRUE,3,,,,,
2999,3k,grow,45,4.79,1.93,298,301,320,320,FALSE,FALSE,TRUE,3,,,,,
5310,3k,pull,25,4.79,1.93,116,113,104,116,TRUE,FALSE,FALSE,1,,,,,
5640,3k,roar,7,4.79,2.25,25,42,25,42,FALSE,TRUE,FALSE,2,,,,,
6430,3k,slide,16,4.79,2.3,12,21,24,24,FALSE,FALSE,TRUE,3,,,,,
8362,3k,wing,9,4.79,1.84,20,21,19,21,FALSE,TRUE,FALSE,2,,,,,
239,3k,beach,27,4.8,1.54,82,81,83,83,FALSE,FALSE,TRUE,3,,,,,
4258,3k,mask,2,4.8,2.46,28,17,16,28,TRUE,FALSE,FALSE,1,,,,,
6656,3k,soon,115,4.82565,1.88,616,558,486,616,TRUE,FALSE,FALSE,1,,,,,
4434,3k,moon,88,4.83,2.31,196,119,143,196,TRUE,FALSE,FALSE,1,,,,,
8053,3k,voice,64,4.83,1.54,213,387,359,387,FALSE,TRUE,FALSE,2,,,,,
8369,3k,wipe,5,4.83,2.07,3,2,8,8,FALSE,FALSE,TRUE,3,,,,,
253,3k,beard,5,4.84,1.8,4,13,17,17,FALSE,FALSE,TRUE,3,,,,,
3348,3k,hop,36,4.84,2.17,107,19,16,107,TRUE,FALSE,FALSE,1,,,,,
3356,3k,horn,20,4.84,1.01,16,27,23,27,FALSE,TRUE,FALSE,2,,,,,
6097,3k,share,16,4.84,1.86,39,48,52,52,FALSE,FALSE,TRUE,3,,,,,
6322,3k,size,7,4.84,2.48,54,72,93,93,FALSE,FALSE,TRUE,3,,,,,
6649,3k,some,316,4.846964,2.44,2171,1973,2260,2260,FALSE,FALSE,TRUE,3,,,,,
217,3k,bat,26,4.85,1.73,51,32,22,51,TRUE,FALSE,FALSE,1,,,,,
2399,3k,fluff,4,4.85,1.57,10,0,2,10,TRUE,FALSE,FALSE,1,,,,,
3998,3k,line,35,4.85,2.52,181,174,206,206,FALSE,FALSE,TRUE,3,,,,,
7237,3k,sure,89,4.85,1.46,467,589,564,589,FALSE,TRUE,FALSE,2,,,,,
545,lcnl,boots,12,4.86,2.71,50,48,43,50,TRUE,FALSE,FALSE,1,,,,,
2125,3k,far,61,4.878935,1.57,377,369,389,389,FALSE,FALSE,TRUE,3,,,,,
7501,3k,they,1078,4.878935,1.87,5819,5999,6632,6632,FALSE,FALSE,TRUE,3,,,,,
1881,3k,dream,18,4.88,1.95,61,68,67,68,FALSE,TRUE,FALSE,2,,,,,
447,3k,blood,4,4.89,1.64,34,63,75,75,FALSE,FALSE,TRUE,3,,,,,
783,3k,bunch,15,4.89,1.78,24,29,19,29,FALSE,TRUE,FALSE,2,,,,,
1761,3k,dish,12,4.89,2.42,41,31,10,41,TRUE,FALSE,FALSE,1,,,,,
2512,3k,freeze,8,4.89,1.76,4,8,13,13,FALSE,FALSE,TRUE,3,,,,,
2990,3k,ground,52,4.89,2.3,325,317,335,335,FALSE,FALSE,TRUE,3,,,,,
3044,3k,gum,6,4.89,1.13,15,18,19,19,FALSE,FALSE,TRUE,3,,,,,
3349,3k,hope,40,4.89,2.11,136,113,107,136,TRUE,FALSE,FALSE,1,,,,,
3707,3k,kind,47,4.89,1.23,256,352,436,436,FALSE,FALSE,TRUE,3,,,,,
4961,3k,piece,21,4.89,1.7,114,155,174,174,FALSE,FALSE,TRUE,3,,,,,
5500,3k,reach,24,4.89,2.79,67,73,95,95,FALSE,FALSE,TRUE,3,,,,,
6257,3k,shut,35,4.89,2.17,73,87,90,90,FALSE,FALSE,TRUE,3,,,,,
6405,lcnl,sled,3,4.89,1.88,17,21,26,26,FALSE,FALSE,TRUE,3,,,,,
6680,3k,sour,5,4.89,2.18,3,8,8,8,FALSE,TRUE,TRUE,2,,,,,
7421,3k,tear,1,4.89,1.97,21,18,20,21,TRUE,FALSE,FALSE,1,,,,,
8372,3k,wire,10,4.89,1.78,18,35,39,39,FALSE,FALSE,TRUE,3,,,,,
8470,3k,write,24,4.89,1.64,276,246,221,276,TRUE,FALSE,FALSE,1,,,,,
810,3k,bush,18,4.9,2.1,20,21,31,31,FALSE,FALSE,TRUE,3,,,,,
3397,3k,huge,17,4.9,3.14,30,80,116,116,FALSE,FALSE,TRUE,3,,,,,
7491,3k,them,458,4.900249,2.16,1948,2256,2666,2666,FALSE,FALSE,TRUE,3,,,,,
8404,lcnl,woods,19,4.930784,1.62,216,143,126,216,TRUE,FALSE,FALSE,1,,,,,
1844,3k,down,522,4.93222,1.96,2635,2173,1958,2635,TRUE,FALSE,FALSE,1,,,,,
2477,3k,four,81,4.93222,2.48,222,249,293,293,FALSE,FALSE,TRUE,3,,,,,
7523,3k,this,538,4.93222,2.09,3899,2990,3591,3899,TRUE,FALSE,FALSE,1,,,,,
4481,3k,mouse,111,4.94,1.76,442,171,82,442,TRUE,FALSE,FALSE,1,,,,,
6413,3k,sleeve,2,4.94,2.13,3,11,10,11,FALSE,TRUE,FALSE,2,,,,,
7087,3k,storm,15,4.94,2.51,32,69,73,73,FALSE,FALSE,TRUE,3,,,,,
7144,3k,string,18,4.94,1.7,93,74,57,93,TRUE,FALSE,FALSE,1,,,,,
573,3k,bow,26,4.95,2.22,15,25,30,30,FALSE,FALSE,TRUE,3,,,,,
1145,3k,class,16,4.95,1.36,182,181,177,182,TRUE,FALSE,FALSE,1,,,,,
5015,3k,place,104,4.95,1.96,720,670,756,756,FALSE,FALSE,TRUE,3,,,,,
5031,3k,plane,11,4.95,2.3,86,89,64,89,FALSE,TRUE,FALSE,2,,,,,
5122,3k,poke,1,4.95,2.37,1,3,5,5,FALSE,FALSE,TRUE,3,,,,,
5505,3k,real,35,4.95,1.43,221,241,236,241,FALSE,TRUE,FALSE,2,,,,,
7368,3k,tall,37,4.95,3.24,217,225,193,225,FALSE,TRUE,FALSE,2,,,,,
2013,3k,each,95,4.953534,1.53,566,741,955,955,FALSE,FALSE,TRUE,3,,,,,
4735,3k,once,129,4.974848,2.32,338,463,547,547,FALSE,FALSE,TRUE,3,,,,,
223,3k,bathe,2,5,2.11,0,2,3,3,FALSE,FALSE,TRUE,3,,,,,
267,3k,bee,44,5,1.97,55,54,30,55,TRUE,FALSE,FALSE,1,,,,,
1002,3k,cheer,9,5,1.67,8,10,12,12,FALSE,FALSE,TRUE,3,,,,,
2271,3k,fix,13,5,1.88,151,76,41,151,TRUE,FALSE,FALSE,1,,,,,
3123,3k,harm,13,5,1.41,17,28,30,30,FALSE,FALSE,TRUE,3,,,,,
4104,3k,loss,1,5,2.38,1,3,9,9,FALSE,FALSE,TRUE,3,,,,,
5188,3k,pour,2,5,1.88,5,10,10,10,FALSE,TRUE,TRUE,2,,,,,
5678,3k,roof,9,5,2.52,154,82,77,154,TRUE,FALSE,FALSE,1,,,,,
6035,3k,self,2,5,1.89,7,3,3,7,TRUE,FALSE,FALSE,1,,,,,
6769,3k,spin,9,5,2.43,26,29,15,29,FALSE,TRUE,FALSE,2,,,,,
6806,3k,sponge,2,5,2.05,1,1,2,2,FALSE,FALSE,TRUE,3,,,,,
7182,3k,stuff,9,5,1.78,41,64,67,67,FALSE,FALSE,TRUE,3,,,,,
7350,3k,tag,12,5,1.81,45,18,6,45,TRUE,FALSE,FALSE,1,,,,,
7533,3k,those,104,5.006819,2.27,262,339,403,403,FALSE,FALSE,TRUE,3,,,,,
2483,3k,fox,47,5.017476,1.78,270,113,70,270,TRUE,FALSE,FALSE,1,,,,,
8171,lcnl,we,610,5.03879,1.66,4846,3286,3235,4846,TRUE,FALSE,FALSE,1,,,,,
1014,3k,chest,9,5.05,2.09,17,47,52,52,FALSE,FALSE,TRUE,3,,,,,
2708,3k,gift,9,5.05,1.87,44,28,30,44,TRUE,FALSE,FALSE,1,,,,,
2910,3k,great,131,5.05,1.23,373,399,498,498,FALSE,FALSE,TRUE,3,,,,,
3318,3k,hole,44,5.05,2.17,251,189,99,251,TRUE,FALSE,FALSE,1,,,,,
3485,3k,itch,2,5.05,1.08,6,2,3,6,TRUE,FALSE,FALSE,1,,,,,
5795,3k,salt,16,5.05,2.2,19,38,52,52,FALSE,FALSE,TRUE,3,,,,,
842,3k,cage,9,5.06,1.3,58,76,49,76,FALSE,TRUE,FALSE,2,,,,,
997,3k,cheek,3,5.06,2.1,7,14,14,14,FALSE,TRUE,TRUE,2,,,,,
1994,3k,dust,21,5.06,1.39,36,61,66,66,FALSE,FALSE,TRUE,3,,,,,
2227,3k,fill,9,5.06,1.47,39,52,50,52,FALSE,TRUE,FALSE,2,,,,,
2699,3k,ghost,6,5.06,2.01,67,51,44,67,TRUE,FALSE,FALSE,1,,,,,
6740,3k,spell,7,5.06,1.59,3,24,26,26,FALSE,FALSE,TRUE,3,,,,,
6776,3k,spit,5,5.06,2.04,4,9,9,9,FALSE,TRUE,TRUE,2,,,,,
4839,3k,pat,24,5.070761,2.12,296,52,17,296,TRUE,FALSE,FALSE,1,,,,,
7560,3k,throat,10,5.09,2.19,14,42,58,58,FALSE,FALSE,TRUE,3,,,,,
