,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3,max tasa,,,,,,,,,
648,3k,breath,18,5.81,2.02,48,105,104,105,FALSE,TRUE,FALSE,2,,,,,
7571,3k,through,212,5.816751,1.86,343,714,989,989,FALSE,FALSE,TRUE,3,,,,,
1399,3k,craft,1,5.83,2.23,0,0,2,2,FALSE,FALSE,TRUE,3,,,,,
3588,3k,join,21,5.83,1.38,14,44,53,53,FALSE,FALSE,TRUE,3,,,,,
5771,3k,sack,11,5.83,2.01,42,21,22,42,TRUE,FALSE,FALSE,1,,,,,
5905,3k,score,4,5.83,1.54,10,7,12,12,FALSE,FALSE,TRUE,3,,,,,
6566,3k,sneak,3,5.83,2.53,4,4,8,8,FALSE,FALSE,TRUE,3,,,,,
8024,3k,vest,1,5.83,2.31,2,8,7,8,FALSE,TRUE,FALSE,2,,,,,
3880,3k,lay,29,5.838065,2.01,83,173,196,196,FALSE,FALSE,TRUE,3,,,,,
921,3k,cause,23,5.84,3.1,2,21,42,42,FALSE,FALSE,TRUE,3,,,,,
2951,3k,grin,5,5.84,2.01,6,19,18,19,FALSE,TRUE,FALSE,2,,,,,
4695,3k,nurse,9,5.84,1.98,70,57,32,70,TRUE,FALSE,FALSE,1,,,,,
5949,3k,screen,1,5.84,2.46,4,25,38,38,FALSE,FALSE,TRUE,3,,,,,
6207,3k,shot,11,5.84,2.75,63,79,86,86,FALSE,FALSE,TRUE,3,,,,,
6665,3k,sore,9,5.84,2.03,14,17,11,17,FALSE,TRUE,FALSE,2,,,,,
6893,3k,squeak,7,5.84,1.8,6,9,13,13,FALSE,FALSE,TRUE,3,,,,,
7384,lcnl,tap,7,5.84,2.87,72,31,10,72,TRUE,FALSE,FALSE,1,,,,,
8329,3k,wide,37,5.84,2.14,65,111,113,113,FALSE,FALSE,TRUE,3,,,,,
3373,3k,hour,37,5.85,1.79,88,132,146,146,FALSE,FALSE,TRUE,3,,,,,
8196,lcnl,weeds,8,5.85,2.35,48,22,12,48,TRUE,FALSE,FALSE,1,,,,,
8415,3k,work,71,5.86,3.29,874,787,761,874,TRUE,FALSE,FALSE,1,,,,,
61,3k,ape,3,5.89,2.64,19,11,2,19,TRUE,FALSE,FALSE,1,,,,,
1048,3k,chip,3,5.89,2.35,57,12,17,57,TRUE,FALSE,FALSE,1,,,,,
1242,3k,club,79,5.89,2.56,37,53,52,53,FALSE,TRUE,FALSE,2,,,,,
1446,3k,creek,1,5.89,2.23,14,31,42,42,FALSE,FALSE,TRUE,3,,,,,
1518,3k,crumb,1,5.89,2.26,2,3,3,3,FALSE,TRUE,TRUE,2,,,,,
3978,3k,life,47,5.89,3.23,107,258,398,398,FALSE,FALSE,TRUE,3,,,,,
4144,3k,lump,4,5.89,2.38,8,15,11,15,FALSE,TRUE,FALSE,2,,,,,
4654,3k,noon,14,5.89,2.18,19,37,34,37,FALSE,TRUE,FALSE,2,,,,,
4855,3k,paw,31,5.89,2.95,38,28,18,38,TRUE,FALSE,FALSE,1,,,,,
5395,3k,quick,31,5.89,2.16,61,82,77,82,FALSE,TRUE,FALSE,2,,,,,
6105,3k,shave,1,5.89,1.94,1,0,4,4,FALSE,FALSE,TRUE,3,,,,,
8232,3k,west,9,5.89,2.56,66,95,113,113,FALSE,FALSE,TRUE,3,,,,,
8559,3k,yolk,1,5.89,2.4,2,2,0,2,TRUE,TRUE,FALSE,1,,,,,
7536,3k,thought,234,5.89135,2.18,1047,1130,1062,1130,FALSE,TRUE,FALSE,2,,,,,
7916,3k,twice,11,5.89135,2.09,31,43,58,58,FALSE,FALSE,TRUE,3,,,,,
4374,3k,mint,1,5.94,1.86,0,1,1,1,FALSE,TRUE,TRUE,2,,,,,
4794,3k,pair,13,5.94,2.46,20,41,58,58,FALSE,FALSE,TRUE,3,,,,,
5689,3k,root,1,5.94,2.15,0,7,21,21,FALSE,FALSE,TRUE,3,,,,,
5868,3k,scent,2,5.94,2.01,0,3,8,8,FALSE,FALSE,TRUE,3,,,,,
6499,3k,smack,2,5.94,5.16,3,3,2,3,TRUE,TRUE,FALSE,1,,,,,
8467,3k,wrist,2,5.94,2.44,5,11,9,11,FALSE,TRUE,FALSE,2,,,,,
37,3k,aisle,2,5.95,1.54,3,7,10,10,FALSE,FALSE,TRUE,3,,,,,
607,3k,brake,5,5.95,2.22,3,6,4,6,FALSE,TRUE,FALSE,2,,,,,
1438,3k,cream,40,5.95,2.48,94,55,39,94,TRUE,FALSE,FALSE,1,,,,,
1524,3k,crust,2,5.95,1.9,0,4,7,7,FALSE,FALSE,TRUE,3,,,,,
3269,3k,hint,1,5.95,1.57,10,6,6,10,TRUE,FALSE,FALSE,1,,,,,
3967,3k,lid,3,5.95,3.09,16,14,13,16,TRUE,FALSE,FALSE,1,,,,,
4099,3k,lord,13,5.95,2.04,20,20,30,30,FALSE,FALSE,TRUE,3,,,,,
5178,3k,pot,22,5.95,3.99,129,74,48,129,TRUE,FALSE,FALSE,1,,,,,
7528,3k,thorn,2,5.965949,1.36,3,4,8,8,FALSE,FALSE,TRUE,3,,,,,
2197,3k,few,28,5.99792,1.6,269,406,550,550,FALSE,FALSE,TRUE,3,,,,,
625,3k,brave,12,6,2.03,76,62,49,76,TRUE,FALSE,FALSE,1,,,,,
936,3k,cent,1,6,1.64,3,4,5,5,FALSE,FALSE,TRUE,3,,,,,
1347,3k,cord,1,6,2.13,2,6,10,10,FALSE,FALSE,TRUE,3,,,,,
1654,3k,deal,6,6,2.06,14,35,59,59,FALSE,FALSE,TRUE,3,,,,,
2100,3k,fail,4,6,1.61,1,4,4,4,FALSE,TRUE,TRUE,2,,,,,
4715,3k,odd,2,6,2,11,23,30,30,FALSE,FALSE,TRUE,3,,,,,
4804,3k,palm,3,6,2.83,2,22,33,33,FALSE,FALSE,TRUE,3,,,,,
5425,3k,race,14,6,2.62,151,108,90,151,TRUE,FALSE,FALSE,1,,,,,
5725,3k,rub,4,6,2.89,31,17,16,31,TRUE,FALSE,FALSE,1,,,,,
6056,3k,set,46,6,3.03,254,283,331,331,FALSE,FALSE,TRUE,3,,,,,
6415,unl,sleigh,13,6,3.99,0,1,2,2,FALSE,FALSE,TRUE,3,,,,,
7011,3k,steer,4,6,1.63,3,4,9,9,FALSE,FALSE,TRUE,3,,,,,
7418,3k,team,6,6,1.81,81,114,108,114,FALSE,TRUE,FALSE,2,,,,,
386,3k,blank,1,6.05,1.79,0,7,10,10,FALSE,FALSE,TRUE,3,,,,,
1463,3k,crib,1,6.05,4.16,2,5,2,5,FALSE,TRUE,FALSE,2,,,,,
3769,3k,knot,1,6.05,1.96,3,11,11,11,FALSE,TRUE,TRUE,2,,,,,
4891,3k,peel,3,6.05,2.41,1,4,5,5,FALSE,FALSE,TRUE,3,,,,,
5089,3k,plug,2,6.05,3.36,9,5,2,9,TRUE,FALSE,FALSE,1,,,,,
6060,3k,sew,8,6.05,2.68,11,11,5,11,TRUE,TRUE,FALSE,1,,,,,
6554,3k,snap,2,6.05,2.9,6,13,16,16,FALSE,FALSE,TRUE,3,,,,,
7604,3k,tick,10,6.05,2.72,7,0,2,7,TRUE,FALSE,FALSE,1,,,,,
7774,3k,tray,7,6.05,1.81,3,13,10,13,FALSE,TRUE,FALSE,2,,,,,
7796,3k,trick,35,6.05,2.99,112,50,30,112,TRUE,FALSE,FALSE,1,,,,,
2048,3k,eighth,2,6.051205,1.27,2,6,10,10,FALSE,FALSE,TRUE,3,,,,,
7064,3k,stole,17,6.051205,1.66,2,21,21,21,FALSE,TRUE,TRUE,2,,,,,
1248,3k,clue,2,6.06,2.15,22,25,23,25,FALSE,TRUE,FALSE,2,,,,,
3423,3k,hunt,13,6.06,2.01,102,55,52,102,TRUE,FALSE,FALSE,1,,,,,
4977,3k,pill,1,6.06,2.29,22,6,4,22,TRUE,FALSE,FALSE,1,,,,,
5317,3k,pump,2,6.06,1.98,10,13,14,14,FALSE,FALSE,TRUE,3,,,,,
6686,3k,south,28,6.06,2.15,44,78,120,120,FALSE,FALSE,TRUE,3,,,,,
7921,3k,twin,2,6.06,1.73,10,9,8,10,TRUE,FALSE,FALSE,1,,,,,
2209,lcnl,field,18,6.1,2.38,132,154,139,154,FALSE,TRUE,FALSE,2,,,,,
4023,3k,live,53,6.1,2.15,443,475,561,561,FALSE,FALSE,TRUE,3,,,,,
84,lcnl,as,844,6.10449,2.3,2243,3346,4616,4616,FALSE,FALSE,TRUE,3,,,,,
2180,3k,felt,79,6.10449,1.95,342,460,500,500,FALSE,FALSE,TRUE,3,,,,,
110,3k,axe,6,6.11,1.49,0,3,8,8,FALSE,FALSE,TRUE,3,,,,,
276,3k,beer,2,6.11,2.68,0,10,10,10,FALSE,TRUE,TRUE,2,,,,,
413,lcnl,blessed,1,6.11,2.69,0,2,4,4,FALSE,FALSE,TRUE,3,,,,,
1062,3k,choke,1,6.11,2.23,1,4,3,4,FALSE,TRUE,FALSE,2,,,,,
1419,3k,crash,13,6.11,2.59,27,34,28,34,FALSE,TRUE,FALSE,2,,,,,
3342,3k,hoop,2,6.11,1.45,8,3,4,8,TRUE,FALSE,FALSE,1,,,,,
3411,3k,hump,7,6.11,1.64,0,4,5,5,FALSE,FALSE,TRUE,3,,,,,
4844,3k,path,13,6.11,2.95,105,82,87,105,TRUE,FALSE,FALSE,1,,,,,
5155,3k,poor,65,6.11,1.94,81,153,158,158,FALSE,FALSE,TRUE,3,,,,,
5620,3k,rip,1,6.11,3.41,14,11,10,14,TRUE,FALSE,FALSE,1,,,,,
5695,3k,rose,21,6.11,2.33,77,95,117,117,FALSE,FALSE,TRUE,3,,,,,
6102,3k,sharp,12,6.11,2.73,37,84,83,84,FALSE,TRUE,FALSE,2,,,,,
7322,3k,swoop,1,6.11,2.02,0,2,3,3,FALSE,FALSE,TRUE,3,,,,,
7658,3k,toad,115,6.11,2.64,419,63,12,419,TRUE,FALSE,FALSE,1,,,,,
8340,3k,wild,37,6.11,2.51,55,101,122,122,FALSE,FALSE,TRUE,3,,,,,
5007,3k,pit,2,6.14,2.37,17,19,19,19,FALSE,TRUE,TRUE,2,,,,,
258,3k,beat,15,6.15,1.66,65,85,84,85,FALSE,TRUE,FALSE,2,,,,,
489,3k,bob,3,6.157775,1.97,281,91,66,281,TRUE,FALSE,FALSE,1,,,,,
8216,3k,well,222,6.157775,2.65,1024,1066,1046,1066,FALSE,TRUE,FALSE,2,,,,,
162,3k,band,23,6.16,2.54,61,47,39,61,TRUE,FALSE,FALSE,1,,,,,
557,3k,boss,1,6.16,2.36,125,38,23,125,TRUE,FALSE,FALSE,1,,,,,
895,3k,cart,7,6.16,2.32,34,32,24,34,TRUE,FALSE,FALSE,1,,,,,
2858,3k,gown,19,6.16,2.34,3,0,3,3,TRUE,FALSE,TRUE,1,,,,,
4602,3k,news,16,6.16,2.27,40,62,84,84,FALSE,FALSE,TRUE,3,,,,,
4786,3k,pail,24,6.16,2.67,44,19,15,44,TRUE,FALSE,FALSE,1,,,,,
6577,3k,sniff,8,6.16,3.39,11,6,3,11,TRUE,FALSE,FALSE,1,,,,,
7650,3k,tire,6,6.16,1.64,15,16,11,16,FALSE,TRUE,FALSE,2,,,,,
565,3k,bounce,3,6.17,4.9,5,11,14,14,FALSE,FALSE,TRUE,3,,,,,
2035,3k,edge,12,6.17,2.31,20,103,122,122,FALSE,FALSE,TRUE,3,,,,,
3271,3k,hip,2,6.17,2.64,0,3,6,6,FALSE,FALSE,TRUE,3,,,,,
6441,3k,slip,4,6.17,2.6,13,21,23,23,FALSE,FALSE,TRUE,3,,,,,
6674,3k,soul,6,6.17,2.38,2,10,20,20,FALSE,FALSE,TRUE,3,,,,,
6994,3k,steal,7,6.17,2.09,14,14,16,16,FALSE,FALSE,TRUE,3,,,,,
886,3k,card,4,6.2,2.26,53,45,28,53,TRUE,FALSE,FALSE,1,,,,,
81,3k,art,5,6.21,2.32,41,25,38,41,TRUE,FALSE,FALSE,1,,,,,
2425,3k,fog,4,6.21,2.2,26,27,27,27,FALSE,TRUE,TRUE,2,,,,,
3024,3k,guest,5,6.21,3.17,0,9,11,11,FALSE,FALSE,TRUE,3,,,,,
3582,3k,jog,2,6.21,2.68,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
4764,3k,owl,65,6.21,2.66,151,58,33,151,TRUE,FALSE,FALSE,1,,,,,
5703,3k,rough,9,6.21,2.3,5,37,37,37,FALSE,TRUE,TRUE,2,,,,,
5931,3k,scrape,5,6.21,2.94,1,6,5,6,FALSE,TRUE,FALSE,2,,,,,
6216,3k,show,80,6.21,1.81,545,372,384,545,TRUE,FALSE,FALSE,1,,,,,
7044,3k,sting,2,6.21,3.26,12,14,5,14,FALSE,TRUE,FALSE,2,,,,,
7074,3k,stool,2,6.21,3.36,9,7,10,10,FALSE,FALSE,TRUE,3,,,,,
7128,3k,strength,5,6.21,2.53,6,18,33,33,FALSE,FALSE,TRUE,3,,,,,
659,3k,breeze,15,6.22,3,5,9,22,22,FALSE,FALSE,TRUE,3,,,,,
1765,3k,ditch,5,6.22,2.16,11,8,13,13,FALSE,FALSE,TRUE,3,,,,,
2517,3k,fresh,22,6.22,1.86,40,70,83,83,FALSE,FALSE,TRUE,3,,,,,
6737,3k,speech,7,6.22,1.63,6,16,20,20,FALSE,FALSE,TRUE,3,,,,,
6803,3k,spoke,20,6.232374,2.91,79,115,112,115,FALSE,TRUE,FALSE,2,,,,,
550,lcnl,bored,6,6.25,1.68,6,14,18,18,FALSE,FALSE,TRUE,3,,,,,
2291,3k,flame,1,6.25,2.38,14,10,13,14,TRUE,FALSE,FALSE,1,,,,,
3020,3k,guard,8,6.25,2.07,29,48,31,48,FALSE,TRUE,FALSE,2,,,,,
6793,3k,split,9,6.25,2.36,11,19,21,21,FALSE,FALSE,TRUE,3,,,,,
858,3k,calm,4,6.26,2.18,4,24,35,35,FALSE,FALSE,TRUE,3,,,,,
1857,3k,drain,2,6.26,2.96,2,4,5,5,FALSE,FALSE,TRUE,3,,,,,
3339,3k,hook,23,6.26,1.85,33,20,17,33,TRUE,FALSE,FALSE,1,,,,,
5428,3k,rack,2,6.26,2.66,10,6,6,10,TRUE,FALSE,FALSE,1,,,,,
6998,3k,steam,23,6.26,2.45,15,32,30,32,FALSE,TRUE,FALSE,2,,,,,
7465,3k,test,5,6.26,1.45,40,55,58,58,FALSE,FALSE,TRUE,3,,,,,
8138,3k,warmth,1,6.26,2.33,0,13,18,18,FALSE,FALSE,TRUE,3,,,,,
3757,3k,knight,2,6.264345,1.76,0,1,5,5,FALSE,FALSE,TRUE,3,,,,,
4106,3k,lot,60,6.264345,2.25,444,411,372,444,TRUE,FALSE,FALSE,1,,,,,
4876,3k,pearl,4,6.275002,2.1,0,12,8,12,FALSE,TRUE,FALSE,2,,,,,
2184,3k,fence,39,6.28,3.36,85,96,71,96,FALSE,TRUE,FALSE,2,,,,,
2780,3k,glow,2,6.28,1.87,0,12,17,17,FALSE,FALSE,TRUE,3,,,,,
7917,lcnl,twig,4,6.28,3.03,3,4,5,5,FALSE,FALSE,TRUE,3,,,,,
6799,3k,spoil,6,6.3,1.72,5,11,13,13,FALSE,FALSE,TRUE,3,,,,,
109,lcnl,ax,1,6.31763,1.73,11,11,14,14,FALSE,FALSE,TRUE,3,,,,,
1926,3k,drove,14,6.31763,2.57,86,101,85,101,FALSE,TRUE,FALSE,2,,,,,
7259,3k,swan,14,6.31763,2.05,13,3,5,13,TRUE,FALSE,FALSE,1,,,,,
8520,3k,yea,2,6.31763,3.58,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
3535,3k,jeep,6,6.32,3,6,7,5,7,FALSE,TRUE,FALSE,2,,,,,
4866,3k,peace,3,6.32,2.52,7,17,30,30,FALSE,FALSE,TRUE,3,,,,,
5581,3k,rich,10,6.32,2.14,51,112,98,112,FALSE,TRUE,FALSE,2,,,,,
6930,3k,stage,1,6.32,2.06,48,37,32,48,TRUE,FALSE,FALSE,1,,,,,
7363,3k,tale,9,6.32,2.52,0,8,13,13,FALSE,FALSE,TRUE,3,,,,,
1396,3k,crack,8,6.33,3.38,17,42,37,42,FALSE,TRUE,FALSE,2,,,,,
1489,unl,crooked,12,6.33,1.61,4,2,5,5,FALSE,FALSE,TRUE,3,,,,,
3277,3k,hiss,7,6.33,2,11,3,3,11,TRUE,FALSE,FALSE,1,,,,,
6952,3k,stamp,1,6.33,2.22,18,27,7,27,FALSE,TRUE,FALSE,2,,,,,
3698,3k,kill,7,6.35,2.58,82,84,81,84,FALSE,TRUE,FALSE,2,,,,,
482,3k,board,8,6.37,1.8,81,80,72,81,TRUE,FALSE,FALSE,1,,,,,
6069,3k,shade,9,6.37,2.43,33,32,35,35,FALSE,FALSE,TRUE,3,,,,,
6309,3k,sir,75,6.37,3.04,63,102,102,102,FALSE,TRUE,TRUE,2,,,,,
5107,3k,plus,1,6.370915,1.67,3,2,3,3,TRUE,FALSE,TRUE,1,,,,,
5648,3k,robe,3,6.38,2.91,4,9,10,10,FALSE,FALSE,TRUE,3,,,,,
6617,3k,snug,5,6.38,2.7,6,8,4,8,FALSE,TRUE,FALSE,2,,,,,
1564,3k,curl,7,6.39,2.7,4,6,6,6,FALSE,TRUE,TRUE,2,,,,,
3223,3k,hen,31,6.39,2.81,222,34,19,222,TRUE,FALSE,FALSE,1,,,,,
6981,3k,state,5,6.39,2.59,29,57,96,96,FALSE,FALSE,TRUE,3,,,,,
8121,3k,wand,3,6.39,3.27,5,2,2,5,TRUE,FALSE,FALSE,1,,,,,
8194,3k,wee,16,6.39,2.79,0,1,2,2,FALSE,FALSE,TRUE,3,,,,,
4671,3k,note,19,6.4,1.57,123,80,57,123,TRUE,FALSE,FALSE,1,,,,,
5221,3k,press,7,6.4,2.89,5,10,14,14,FALSE,FALSE,TRUE,3,,,,,
9,3k,act,11,6.42,2.22,27,67,67,67,FALSE,TRUE,TRUE,2,,,,,
202,3k,base,4,6.42,2.57,20,26,31,31,FALSE,FALSE,TRUE,3,,,,,
7109,3k,strange,21,6.42,1.77,119,190,187,190,FALSE,TRUE,FALSE,2,,,,,
7509,3k,thigh,2,6.42,1.61,0,1,0,1,FALSE,TRUE,FALSE,2,,,,,
7749,3k,trade,3,6.42,3.47,54,27,29,54,TRUE,FALSE,FALSE,1,,,,,
340,3k,bill,4,6.4242,2.07,442,263,117,442,TRUE,FALSE,FALSE,1,,,,,
7206,3k,such,70,6.4242,2.05,144,231,382,382,FALSE,FALSE,TRUE,3,,,,,
7500,3k,these,80,6.4242,1.78,525,677,1003,1003,FALSE,FALSE,TRUE,3,,,,,
671,3k,brick,8,6.43,2.09,9,20,19,20,FALSE,TRUE,FALSE,2,,,,,
1266,3k,coast,1,6.43,1.91,13,19,24,24,FALSE,FALSE,TRUE,3,,,,,
168,3k,bank,8,6.44,2.41,55,87,66,87,FALSE,TRUE,FALSE,2,,,,,
3799,3k,lace,3,6.44,2.75,1,5,5,5,FALSE,TRUE,TRUE,2,,,,,
5302,3k,puff,9,6.44,3.18,33,17,6,33,TRUE,FALSE,FALSE,1,,,,,
6745,3k,spend,6,6.44,2.5,28,50,61,61,FALSE,FALSE,TRUE,3,,,,,
7766,3k,trap,2,6.44,2.12,54,50,35,54,TRUE,FALSE,FALSE,1,,,,,
1670,3k,deck,2,6.45,2.76,24,37,24,37,FALSE,TRUE,FALSE,2,,,,,
7931,3k,twist,1,6.46,1.96,3,4,6,6,FALSE,FALSE,TRUE,3,,,,,
356,3k,bit,44,6.47,2.55,117,139,143,143,FALSE,FALSE,TRUE,3,,,,,
2091,3k,fact,13,6.47,2.78,32,82,120,120,FALSE,FALSE,TRUE,3,,,,,
2393,3k,flu,2,6.47,2.84,1,5,4,5,FALSE,TRUE,FALSE,2,,,,,
2925,3k,greet,2,6.47,2.84,1,7,6,7,FALSE,TRUE,FALSE,2,,,,,
5783,3k,sail,9,6.47,2.7,45,35,43,45,TRUE,FALSE,FALSE,1,,,,,
7123,3k,stream,6,6.47,2.59,24,75,75,75,FALSE,TRUE,TRUE,2,,,,,
7511,3k,thin,20,6.47,2.76,57,104,130,130,FALSE,FALSE,TRUE,3,,,,,
2466,3k,fort,2,6.477485,3.09,8,14,25,25,FALSE,FALSE,TRUE,3,,,,,
4242,3k,mark,9,6.477485,1.7,263,177,138,263,TRUE,FALSE,FALSE,1,,,,,
5840,lcnl,scales,1,6.477485,1.94,10,4,5,10,TRUE,FALSE,FALSE,1,,,,,
379,3k,blame,2,6.48,1.89,8,16,15,16,FALSE,TRUE,FALSE,2,,,,,
6638,lcnl,soil,1,6.48,2.5,14,59,99,99,FALSE,FALSE,TRUE,3,,,,,
2770,3k,globe,1,6.5,2.6,21,22,19,22,FALSE,TRUE,FALSE,2,,,,,
8155,3k,waste,4,6.5,1.69,9,23,24,24,FALSE,FALSE,TRUE,3,,,,,
4132,3k,luck,21,6.53,2.04,55,50,41,55,TRUE,FALSE,FALSE,1,,,,,
6619,3k,soak,1,6.53,2.74,1,3,4,4,FALSE,FALSE,TRUE,3,,,,,
8207,3k,weight,2,6.53,2.34,5,33,54,54,FALSE,FALSE,TRUE,3,,,,,
8248,3k,wheat,10,6.53,2.46,89,34,26,89,TRUE,FALSE,FALSE,1,,,,,
2061,3k,else,36,6.53077,1.77,175,262,287,287,FALSE,FALSE,TRUE,3,,,,,
4791,lcnl,pains,3,6.53077,2.28,2,1,3,3,FALSE,FALSE,TRUE,3,,,,,
3723,3k,kit,1,6.55,2.76,65,17,7,65,TRUE,FALSE,FALSE,1,,,,,
4207,3k,main,10,6.55,1.64,21,54,94,94,FALSE,FALSE,TRUE,3,,,,,
4662,3k,north,19,6.55,1.85,60,109,158,158,FALSE,FALSE,TRUE,3,,,,,
4775,3k,pack,15,6.55,2.7,53,42,36,53,TRUE,FALSE,FALSE,1,,,,,
5401,lcnl,quilt,17,6.55,2.65,19,12,8,19,TRUE,FALSE,FALSE,1,,,,,
6085,3k,shame,6,6.55,2.37,10,10,14,14,FALSE,FALSE,TRUE,3,,,,,
7854,3k,trust,3,6.55,2.39,12,22,21,22,FALSE,TRUE,FALSE,2,,,,,
279,3k,beet,1,6.56,2.06,0,0,1,1,FALSE,FALSE,TRUE,3,,,,,
765,3k,bulb,3,6.56,2.23,5,7,11,11,FALSE,FALSE,TRUE,3,,,,,
3508,3k,jam,43,6.56,4,23,20,11,23,TRUE,FALSE,FALSE,1,,,,,
5181,3k,pouch,5,6.56,2.41,26,14,7,26,TRUE,FALSE,FALSE,1,,,,,
269,3k,beef,8,6.58,2.43,0,6,8,8,FALSE,FALSE,TRUE,3,,,,,
684,3k,bright,48,6.58,2.87,109,139,153,153,FALSE,FALSE,TRUE,3,,,,,
1603,3k,dam,2,6.58,1.54,3,16,13,16,FALSE,TRUE,FALSE,2,,,,,
1974,3k,dump,36,6.58,2.5,4,13,14,14,FALSE,FALSE,TRUE,3,,,,,
2371,3k,flood,2,6.58,2.39,0,12,13,13,FALSE,FALSE,TRUE,3,,,,,
4430,3k,mood,3,6.58,2.87,3,8,16,16,FALSE,FALSE,TRUE,3,,,,,
7942,3k,type,6,6.58,2.46,2,19,25,25,FALSE,FALSE,TRUE,3,,,,,
8269,3k,which,106,6.584055,1.69,209,398,718,718,FALSE,FALSE,TRUE,3,,,,,
503,3k,boil,5,6.6,1.79,0,4,4,4,FALSE,TRUE,TRUE,2,,,,,
646,3k,breast,1,6.6,2.54,5,3,3,5,TRUE,FALSE,FALSE,1,,,,,
120,3k,babe,1,6.61,3.11,6,16,11,16,FALSE,TRUE,FALSE,2,,,,,
2191,3k,fetch,9,6.61,2.55,0,6,12,12,FALSE,FALSE,TRUE,3,,,,,
3992,3k,lime,1,6.61,2.99,1,0,0,1,TRUE,FALSE,FALSE,1,,,,,
8509,3k,yarn,10,6.61,2.66,16,11,10,16,TRUE,FALSE,FALSE,1,,,,,
3632,3k,junk,2,6.62,1.99,25,32,19,32,FALSE,TRUE,FALSE,2,,,,,
8204,3k,weigh,1,6.62,2.85,6,13,14,14,FALSE,FALSE,TRUE,3,,,,,
854,3k,calf,14,6.63,1.5,9,12,12,12,FALSE,TRUE,TRUE,2,,,,,
1623,3k,dare,8,6.63,2.22,12,19,26,26,FALSE,FALSE,TRUE,3,,,,,
1835,3k,dough,4,6.63,2.91,22,14,5,22,TRUE,FALSE,FALSE,1,,,,,
1840,3k,dove,4,6.63,2.22,23,14,9,23,TRUE,FALSE,FALSE,1,,,,,
6992,3k,steak,5,6.63,1.57,5,9,6,9,FALSE,TRUE,FALSE,2,,,,,
7343,3k,tack,3,6.63,1.57,7,4,4,7,TRUE,FALSE,FALSE,1,,,,,
457,3k,blouse,1,6.65,2.58,0,3,3,3,FALSE,TRUE,TRUE,2,,,,,
1263,3k,coal,9,6.65,2.23,7,23,39,39,FALSE,FALSE,TRUE,3,,,,,
5665,3k,role,1,6.65,2.58,1,0,2,2,FALSE,FALSE,TRUE,3,,,,,
1572,unl,curved,1,6.67,1.61,0,7,15,15,FALSE,FALSE,TRUE,3,,,,,
7217,3k,suit,19,6.67,2.2,47,62,47,62,FALSE,TRUE,FALSE,2,,,,,
7312,3k,swirl,2,6.67,2.54,1,1,1,1,TRUE,TRUE,TRUE,1,,,,,
1713,3k,dial,1,6.68,3.16,1,3,5,5,FALSE,FALSE,TRUE,3,,,,,
2376,3k,flop,18,6.68,3.32,12,3,1,12,TRUE,FALSE,FALSE,1,,,,,
2881,3k,grand,7,6.68,2.31,17,15,25,25,FALSE,FALSE,TRUE,3,,,,,
3109,3k,hang,17,6.68,2.21,39,66,49,66,FALSE,TRUE,FALSE,2,,,,,
6336,3k,ski,3,6.68,2.31,18,4,6,18,TRUE,FALSE,FALSE,1,,,,,
7609,3k,tide,3,6.68,2.19,16,16,15,16,TRUE,TRUE,FALSE,1,,,,,
5754,3k,rush,3,6.7,2.05,22,21,23,23,FALSE,FALSE,TRUE,3,,,,,
6213,3k,shove,2,6.7,3.23,0,3,4,4,FALSE,FALSE,TRUE,3,,,,,
7635,3k,times,35,6.7,2.43,176,229,268,268,FALSE,FALSE,TRUE,3,,,,,
31,3k,aim,1,6.72,2.11,0,6,9,9,FALSE,FALSE,TRUE,3,,,,,
371,3k,blade,6,6.72,1.99,7,6,9,9,FALSE,FALSE,TRUE,3,,,,,
5449,3k,raise,4,6.72,2.72,13,31,45,45,FALSE,FALSE,TRUE,3,,,,,
5624,3k,rise,8,6.72,2.85,2,24,37,37,FALSE,FALSE,TRUE,3,,,,,
5494,3k,ray,2,6.733253,2.51,78,24,21,78,TRUE,FALSE,FALSE,1,,,,,
901,3k,case,16,6.74,2,57,70,83,83,FALSE,FALSE,TRUE,3,,,,,
924,3k,cave,18,6.74,2.49,70,84,71,84,FALSE,TRUE,FALSE,2,,,,,
1070,3k,chop,1,6.74,2.38,23,11,11,23,TRUE,FALSE,FALSE,1,,,,,
1174,3k,clerk,5,6.74,2.6,13,11,10,13,TRUE,FALSE,FALSE,1,,,,,
3615,3k,joy,15,6.74,2.92,25,32,34,34,FALSE,FALSE,TRUE,3,,,,,
4062,3k,log,6,6.74,3.18,53,51,42,53,TRUE,FALSE,FALSE,1,,,,,
6020,3k,seem,16,6.74,2.08,83,121,144,144,FALSE,FALSE,TRUE,3,,,,,
3157,3k,hawk,2,6.74391,1.75,14,22,19,22,FALSE,TRUE,FALSE,2,,,,,
7494,3k,then,673,6.74391,3.51,4009,3107,2849,4009,TRUE,FALSE,FALSE,1,,,,,
4850,3k,pause,1,6.75,2,0,5,13,13,FALSE,FALSE,TRUE,3,,,,,
3888,3k,lead,16,6.76,3.42,9,40,58,58,FALSE,FALSE,TRUE,3,,,,,
5793,3k,sale,9,6.76,1.89,27,21,9,27,TRUE,FALSE,FALSE,1,,,,,
