,Unnamed: 0,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Word,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score,score_extended
1581,1732,top,3k,104.0,2.0211892990699383,1.9595410774660074,3.89,1.53,1.556,394.0,368.0,326.0,top,133.4313725490196,104.0,2.0211892990699383,1.9595410774660071,10.748393771131026,10.748393771131026
1290,1414,fish,3k,115.0,2.0644579892269186,1.916272387309027,4.05,1.61,1.62,908.0,366.0,237.0,fish,83.49019607843137,115.0,2.0644579892269186,1.9162723873090268,10.756953355581594,10.756953355581594
918,1017,thing,3k,162.0,2.2121876044039577,1.7685427721319877,4.58,1.61,1.8319999999999999,640.0,585.0,607.0,thing,1088.6666666666667,162.0,2.2121876044039577,1.7685427721319877,10.769899702461958,10.769899702461958
181,202,then,3k,673.0,2.82865989653532,1.1520704800006256,6.7439100000000005,3.51,2.6975640000000003,4009.0,3107.0,2849.0,then,1489.5294117647059,673.0,2.82865989653532,1.1520704800006256,10.77615668000219,10.77615668000219
463,521,rain,3k,83.0,1.9242792860618816,2.056451090474064,3.6,1.27,1.44,361.0,227.0,185.0,rain,48.90196078431372,83.0,1.9242792860618816,2.056451090474064,10.797578816659223,10.797578816659223
51,58,new,3k,174.0,2.2430380486862944,1.737692327849651,4.72,2.14,1.8880000000000001,879.0,794.0,945.0,new,723.7843137254902,174.0,2.2430380486862944,1.737692327849651,10.80192314747378,10.80192314747378
927,1026,first,3k,138.0,2.143014800254095,1.8377155762818504,4.388713,1.31,1.7554851999999999,745.0,994.0,1181.0,first,840.5686274509804,138.0,2.143014800254095,1.8377155762818504,10.820717516986477,10.820717516986477
2570,2812,bus,3k,96.0,1.9867717342662448,1.9939586422697009,3.85,1.57,1.54,349.0,228.0,132.0,bus,74.17647058823529,96.0,1.9867717342662448,1.9939586422697007,10.828855247943952,10.828855247943952
2148,2355,sit,3k,73.0,1.8692317197309762,2.111498656804969,3.47,2.25,1.388,376.0,230.0,166.0,sit,311.3529411764706,73.0,1.8692317197309762,2.111498656804969,10.860245298817393,10.860245298817393
1764,1940,wet,3k,37.0,1.5797835966168101,2.4009467799191353,2.47,1.35,0.988,218.0,127.0,106.0,wet,39.21568627450981,37.0,1.5797835966168101,2.4009467799191353,10.873313729716974,10.873313729716974
2607,2851,book,3k,82.0,1.919078092376074,2.0616522841598712,3.68,1.8,1.472,641.0,317.0,309.0,book,176.98039215686273,82.0,1.919078092376074,2.0616522841598712,10.89578299455955,10.89578299455955
